ticker,sector,fetched_at,market_cap,price,trailing_pe,ev_to_ebitda,return_on_equity,debt_to_equity,revenue_growth,net_margin,asset_turnover,total_debt,total_equity,fetch_ok,error,debt_to_equity_ratio
AARTIIND.NS,chemicals,2026-08-28T14:58:40.700066+00:00,195999350784,540.35,37.010273,18.462,,83.392,0.425,0.05901,1.3914357682619647,49659998208.0,59550000000.0,True,,0.83392
ABBOTINDIA.NS,pharma_healthcare,2026-08-28T14:57:26.050303+00:00,556200493056,26175.0,34.49162,28.02,,3.602,0.043,0.23052,1.4509058081056683,1719900032.0,47741900000.0,True,,0.036019999999999996
ABB.NS,capital_goods,2026-08-28T14:58:18.814225+00:00,1591219978240,7509.0,100.25367,78.582,0.19131,1.547,0.121,0.21349001,1.667347712286514,1445200000.0,78359900000.0,True,,0.01547
ACC.NS,cement,2026-08-28T14:55:46.501193+00:00,245325283328,1306.4,12.878549,10.122,,2.085,-0.038,0.07563,1.2187217464845206,4286099968.0,205505400000.0,True,,0.02085
ADANIENT.NS,infra_logistics_defense,2026-08-28T14:59:11.105537+00:00,4508691202048,3168.5,54.932384,34.419,,119.56,0.499,0.06546,1.238997132563782,1066217897984.0,809259500000.0,True,,1.1956
ADANIGREEN.NS,energy_power,2026-08-28T14:58:13.423027+00:00,2159448031232,1311.0,124.85714,28.037,,346.548,0.166,0.13095,0.6173804157275231,1035449991168.0,199650000000.0,True,,3.46548
ADANIPORTS.NS,infra_logistics_defense,2026-08-28T14:59:09.993966+00:00,3934009950208,1707.5,29.128284,19.492,,64.051,0.186,0.32431,0.4029716422211426,633989890048.0,961253000000.0,True,,0.64051
ADANIPOWER.NS,energy_power,2026-08-28T14:58:14.463669+00:00,4100504682496,212.63,28.733784,21.299,,82.332,0.34,0.24148001,0.8339199542694382,546702884864.0,649368800000.0,True,,0.8233199999999999
ALKEM.NS,pharma_healthcare,2026-08-28T14:57:24.963401+00:00,640270598144,5355.0,29.692265,21.229,,14.267,0.109,0.14306,1.0515365301264101,20471599104.0,138201000000.0,True,,0.14267
AMBUJACEM.NS,cement,2026-08-28T14:55:47.488229+00:00,1023868862464,412.05,23.096972,18.308,,1.205,-0.077,0.11128,0.6734828127032526,8659300352.0,593473200000.0,True,,0.01205
APLAPOLLO.NS,metals_mining,2026-08-28T14:57:57.388559+00:00,629062893568,2265.6,51.25792,32.714,,9.396,0.085,0.052259997,4.226419939092198,4976500224.0,52965300000.0,True,,0.09396
APOLLOHOSP.NS,pharma_healthcare,2026-08-28T14:57:27.342822+00:00,1270840688640,8838.5,60.871212,36.182,,85.146,0.206,0.07906,2.6276727038744316,84929003520.0,94801000000.0,True,,0.85146
ARE&M.NS,auto,2026-08-28T14:57:13.000115+00:00,168630403072,921.35,18.302542,11.239,,5.015,0.239,0.06303,1.6989773995673518,4061600000.0,80989600000.0,True,,0.05015
ASHOKLEY.NS,auto,2026-08-28T14:57:05.563544+00:00,1032447393792,175.77,29.640812,12.545,,344.737,0.116,0.06021,3.9374561586440935,639357026304.0,142416900000.0,True,,3.4473700000000003
ASTRAL.NS,capital_goods,2026-08-28T14:58:32.126129+00:00,411652685824,1532.3,71.56937,37.494,,6.168,0.159,0.084809996,1.6150225486088863,2503000064.0,40579000000.0,True,,0.06168
AUBANK.NS,banking,2026-08-28T14:56:29.289652+00:00,806752354304,1077.1,28.53245,,,,0.298,0.21372999,0.6053324696565784,138715447296.0,199735220000.0,True,,
AUROPHARMA.NS,pharma_healthcare,2026-08-28T14:57:21.598961+00:00,946669289472,1645.3,25.703796,13.183,,21.31,0.163,0.10627,0.8810737756251688,80728399872.0,378909700000.0,True,,0.21309999999999998
AXISBANK.NS,banking,2026-08-28T14:56:18.862033+00:00,3938049851392,1265.0,14.245495,,0.13352999,,0.14,0.36031,0.40954805802859856,2852579704832.0,2150353500000.0,True,,
BAJAJ-AUTO.NS,auto,2026-08-28T14:57:03.422905+00:00,3270220709888,11910.0,28.306595,20.434,,56.352,0.64,0.16251,1.5550691581863303,226649604096.0,388319900000.0,True,,0.56352
BAJAJFINSV.NS,nbfc_financial_services,2026-08-28T14:56:36.646670+00:00,3203689873408,2002.0,31.702295,12.546,,256.404,0.193,0.06471,1.7602195570125265,3614400839680.0,779150700000.0,True,,2.56404
BAJAJHLDNG.NS,nbfc_financial_services,2026-08-28T14:56:46.302478+00:00,1262068432896,11340.0,14.252498,135.862,0.11598,0.012,0.242,,0.11933165806750952,96200000.0,731505800000.0,True,,0.00012
BAJFINANCE.NS,nbfc_financial_services,2026-08-28T14:56:35.565725+00:00,6717964288000,1079.9,33.12577,,,314.833,0.261,0.43495,0.43566558730066274,3683091742720.0,1139990200000.0,True,,3.14833
BANDHANBNK.NS,banking,2026-08-28T14:56:23.108045+00:00,271069511680,168.25,20.077566,,,,0.216,0.13617,0.530364785165566,143028125696.0,255748969000.0,True,,
BANKBARODA.NS,banking,2026-08-28T14:56:26.162551+00:00,1250952478720,241.9,6.9312315,,0.113170005,,0.18,0.27392,0.4513840264406158,1732858085376.0,1658680884000.0,True,,
BANKINDIA.NS,banking,2026-08-28T14:56:31.384977+00:00,655584133120,144.0,5.331359,,0.13697,,0.185,0.34992,0.36236908183711025,1153757478912.0,899585454000.0,True,,
BATAINDIA.NS,consumer_durables_retail,2026-08-28T14:58:53.215276+00:00,87565811712,681.3,59.868187,20.747,,86.9,0.039,0.041149996,2.2022788933811066,13865700352.0,15955990000.0,True,,0.8690000000000001
