ticker,sector,fetched_at,market_cap,price,trailing_pe,ev_to_ebitda,return_on_equity,debt_to_equity,revenue_growth,net_margin,asset_turnover,total_debt,total_equity,fetch_ok,error,debt_to_equity_ratio
AARTIIND.NS,chemicals,2026-07-23T05:56:31.660188+00:00,176883662848,487.65,42.257366,19.361,0.07249,83.392,0.132,0.05057,1.3914357682619647,49659998208.0,59550000000.0,True,,0.83392
ABBOTINDIA.NS,pharma_healthcare,2026-07-23T05:55:29.671639+00:00,611448651776,28775.0,39.335903,32.123,0.34460998,3.602,0.065,0.22399001,1.4509058081056683,1719900032.0,47741900000.0,True,,0.036019999999999996
ABB.NS,capital_goods,2026-07-23T05:56:14.148272+00:00,1622476455936,7656.5,104.79743,81.653,,1.082,0.008,0.22257,1.667347712286514,848200000.0,78359900000.0,True,,0.010820000000000001
ACC.NS,cement,2026-07-23T05:54:07.402751+00:00,252874326016,1346.6,11.862227,9.305,0.109280005,2.085,0.323,0.082959995,1.2187217464845206,4286099968.0,205505400000.0,True,,0.02085
ADANIENT.NS,infra_logistics_defense,2026-07-23T05:57:00.950357+00:00,4413067362304,3101.3,42.653008,38.183,0.13664,119.56,0.203,0.09295999,1.238997132563782,1066217897984.0,809259500000.0,True,,1.1956
ADANIGREEN.NS,energy_power,2026-07-23T05:56:09.735805+00:00,2326142124032,1412.2,152.17673,32.586,0.07576,346.548,0.143,0.12715,0.6173804157275231,1035449991168.0,199650000000.0,True,,3.46548
ADANIPORTS.NS,infra_logistics_defense,2026-07-23T05:57:00.033909+00:00,4176386457600,1812.7,31.629732,21.312,0.15592,64.051,0.265,0.33060002,0.4029716422211426,633989890048.0,961253000000.0,True,,0.64051
ADANIPOWER.NS,energy_power,2026-07-23T05:56:10.533009+00:00,4167615381504,216.21,33.19662,23.91,0.20908001,82.332,-0.001,0.23662001,0.8339199542694382,546702884864.0,649368800000.0,True,,0.8233199999999999
ALKEM.NS,pharma_healthcare,2026-07-23T05:55:28.823260+00:00,666275938304,5572.5,28.933022,21.424,0.17557,14.267,0.146,0.15645,1.0645559728221938,20471599104.0,138201000000.0,True,,0.14267
AMBUJACEM.NS,cement,2026-07-23T05:54:08.274759+00:00,1064744124416,428.5,23.025255,18.66,0.08302,1.205,0.072,0.1163,0.6734828127032526,8659300352.0,593473200000.0,True,,0.01205
APLAPOLLO.NS,metals_mining,2026-07-23T05:55:56.232514+00:00,509614227456,1835.4,42.30007,27.88,0.25314,9.396,0.136,0.05213,4.226091422119765,4976500224.0,52965300000.0,True,,0.09396
APOLLOHOSP.NS,pharma_healthcare,2026-07-23T05:55:30.781402+00:00,1276088811520,8875.0,65.84317,35.906,0.21503,85.146,0.181,0.07696,2.661206105420829,84929003520.0,94801000000.0,True,,0.85146
ARE&M.NS,auto,2026-07-23T05:55:19.258716+00:00,162526527488,888.0,18.137255,11.467,0.11567,5.015,0.155,0.06485,1.6989773995673518,4061600000.0,80989600000.0,True,,0.05015
ASHOKLEY.NS,auto,2026-07-23T05:55:13.044137+00:00,897701183488,152.83,26.080204,11.217,0.21639,344.737,0.174,0.06158,3.9374561586440935,639357026304.0,142416900000.0,True,,3.4473700000000003
ASTRAL.NS,capital_goods,2026-07-23T05:56:24.567038+00:00,381966843904,1421.8,70.49083,35.538,0.13798,6.168,0.242,0.08169,1.618719041868947,2503000064.0,40579000000.0,True,,0.06168
AUBANK.NS,banking,2026-07-23T05:54:42.902253+00:00,728673091584,973.3,28.450747,,,,0.371,0.21372999,0.6053324696565784,138715447296.0,199735220000.0,True,,
AUROPHARMA.NS,pharma_healthcare,2026-07-23T05:55:26.215261+00:00,884010647552,1536.4,26.22738,12.621,0.09932999,21.31,0.056,0.10414,0.8810737756251688,80728399872.0,378909700000.0,True,,0.21309999999999998
AXISBANK.NS,banking,2026-07-23T05:54:34.693809+00:00,3831299047424,1231.5,14.085554,,0.13352999,,0.14,0.36031,0.40954805802859856,2852579704832.0,2150353500000.0,True,,
BAJAJ-AUTO.NS,auto,2026-07-23T05:55:11.201641+00:00,3147532075008,11270.5,25.364586,19.225,,56.352,0.64,0.16251,1.5550691581863303,226649604096.0,388319900000.0,True,,0.56352
BAJAJFINSV.NS,nbfc_financial_services,2026-07-23T05:54:48.671479+00:00,3030239150080,1895.4,31.06704,12.783,0.14602,256.404,0.061,0.06534,1.7602195570125265,3614400839680.0,779150700000.0,True,,2.56404
BAJAJHLDNG.NS,nbfc_financial_services,2026-07-23T05:54:56.993226+00:00,1177262751744,10578.0,12.215204,133.936,0.12624,0.012,-0.483,,0.11933165806750952,96200000.0,731505800000.0,True,,0.00012
