ticker,sector,fetched_at,market_cap,price,trailing_pe,ev_to_ebitda,return_on_equity,debt_to_equity,revenue_growth,net_margin,asset_turnover,total_debt,total_equity,fetch_ok,error,debt_to_equity_ratio
AARTIIND.NS,chemicals,2026-08-24T03:56:51.816009+00:00,192535314432,530.9,36.356163,18.134,,83.392,0.425,0.05901,1.3914357682619647,49659998208.0,59550000000.0,True,,0.83392
ABBOTINDIA.NS,pharma_healthcare,2026-08-24T03:55:42.956754+00:00,554288021504,26085.0,34.292137,27.887,,3.602,0.043,0.23052,1.4509058081056683,1719900032.0,47741900000.0,True,,0.036019999999999996
ABB.NS,capital_goods,2026-08-24T03:56:32.758338+00:00,1588677050368,7497.0,99.98666,77.857,0.19131,1.547,0.121,0.21349001,1.667347712286514,1445200000.0,78359900000.0,True,,0.01547
ACC.NS,cement,2026-08-24T03:54:09.873640+00:00,246376890368,1312.0,12.949072,10.097,,2.085,-0.038,0.07563,1.2187217464845206,4286099968.0,205505400000.0,True,,0.02085
ADANIENT.NS,infra_logistics_defense,2026-08-24T03:57:21.618651+00:00,4283150106624,3010.0,52.311436,32.932,,119.56,0.499,0.06546,1.238997132563782,1066217897984.0,809259500000.0,True,,1.1956
ADANIGREEN.NS,energy_power,2026-08-24T03:56:27.601412+00:00,2168672092160,1316.5,126.23202,27.917,,346.548,0.166,0.13095,0.6173804157275231,1035449991168.0,199650000000.0,True,,3.46548
ADANIPORTS.NS,infra_logistics_defense,2026-08-24T03:57:20.643243+00:00,3902676402176,1693.9,28.8815,19.354,,64.051,0.186,0.32431,0.4029716422211426,633989890048.0,961253000000.0,True,,0.64051
ADANIPOWER.NS,energy_power,2026-08-24T03:56:28.578370+00:00,3938898935808,204.25,27.60135,20.466,,82.332,0.34,0.24148001,0.8339199542694382,546702884864.0,649368800000.0,True,,0.8233199999999999
ALKEM.NS,pharma_healthcare,2026-08-24T03:55:42.013355+00:00,643080323072,5378.5,29.820913,21.556,,14.267,0.109,0.14306,1.0515365301264101,20471599104.0,138201000000.0,True,,0.14267
AMBUJACEM.NS,cement,2026-08-24T03:54:10.776810+00:00,1030080888832,414.55,23.263187,18.445,,1.205,-0.077,0.11128,0.6734828127032526,8659300352.0,593473200000.0,True,,0.01205
APLAPOLLO.NS,metals_mining,2026-08-24T03:56:12.940838+00:00,602157744128,2168.7,48.976967,31.977,,9.396,0.085,0.052259997,4.226091422119765,4976500224.0,52965300000.0,True,,0.09396
APOLLOHOSP.NS,pharma_healthcare,2026-08-24T03:55:43.943683+00:00,1241149210624,8632.0,59.461323,35.766,,85.146,0.206,0.07906,2.6276727038744316,84929003520.0,94801000000.0,True,,0.85146
ARE&M.NS,auto,2026-08-24T03:55:31.032119+00:00,169664512000,927.0,18.392857,11.335,,5.015,0.239,0.06303,1.6989773995673518,4061600000.0,80989600000.0,True,,0.05015
ASHOKLEY.NS,auto,2026-08-24T03:55:23.819062+00:00,1013357412352,172.52,29.141891,12.336,,344.737,0.116,0.06021,3.9374561586440935,639357026304.0,142416900000.0,True,,3.4473700000000003
ASTRAL.NS,capital_goods,2026-08-24T03:56:43.743972+00:00,414527225856,1543.0,72.102806,37.477,,6.168,0.159,0.084809996,1.6150225486088863,2503000064.0,40579000000.0,True,,0.06168
AUBANK.NS,banking,2026-08-24T03:54:49.427492+00:00,825177866240,1101.7,29.153214,,,,0.298,0.21372999,0.6053324696565784,138715447296.0,199735220000.0,True,,
AUROPHARMA.NS,pharma_healthcare,2026-08-24T03:55:39.104547+00:00,925840572416,1609.1,25.126482,13.053,,21.31,0.163,0.10627,0.8810737756251688,80728399872.0,378909700000.0,True,,0.21309999999999998
AXISBANK.NS,banking,2026-08-24T03:54:39.860109+00:00,3881481797632,1246.9,14.036924,,0.13352999,,0.14,0.36031,0.40954805802859856,2852579704832.0,2150353500000.0,True,,
BAJAJ-AUTO.NS,auto,2026-08-24T03:55:21.776373+00:00,3223267835904,11739.0,27.948004,20.401,,56.352,0.64,0.16251,1.5550691581863303,226649604096.0,388319900000.0,True,,0.56352
BAJAJFINSV.NS,nbfc_financial_services,2026-08-24T03:54:56.559028+00:00,3243215945728,2026.7,32.062965,12.604,,256.404,0.193,0.06471,1.7602195570125265,3614400839680.0,779150700000.0,True,,2.56404
BAJAJHLDNG.NS,nbfc_financial_services,2026-08-24T03:55:05.566950+00:00,1263626485760,11354.0,14.267405,134.984,0.11598,0.012,0.242,,0.11933165806750952,96200000.0,731505800000.0,True,,0.00012
BAJFINANCE.NS,nbfc_financial_services,2026-08-24T03:54:55.434241+00:00,6796347441152,1092.5,33.59471,,,314.833,0.261,0.43495,0.43566558730066274,3683091742720.0,1139990200000.0,True,,3.14833
BANDHANBNK.NS,banking,2026-08-24T03:54:43.615678+00:00,281477316608,174.71,20.823599,,,,0.216,0.13617,0.530364785165566,143028125696.0,255748969000.0,True,,
BANKBARODA.NS,banking,2026-08-24T03:54:46.392183+00:00,1264242917376,244.47,6.960991,,0.113170005,,0.18,0.27392,0.4513840264406158,1732858085376.0,1658680884000.0,True,,
BANKINDIA.NS,banking,2026-08-24T03:54:51.409931+00:00,654263910400,143.8,5.3225927,,0.13697,,0.185,0.34992,0.36236908183711025,1153757478912.0,899585454000.0,True,,
BATAINDIA.NS,consumer_durables_retail,2026-08-24T03:57:04.013674+00:00,90303447040,702.6,61.84859,21.286,,86.9,0.039,0.041149996,2.2022788933811066,13865700352.0,15955990000.0,True,,0.8690000000000001
BEL.NS,capital_goods,2026-08-24T03:56:34.729257+00:00,3014552715264,412.4,49.095238,35.921,,0.273,0.249,0.21403,1.1170636864372687,654600000.0,239883100000.0,True,,0.0027300000000000002
