ticker,sector,fetched_at,market_cap,price,trailing_pe,ev_to_ebitda,return_on_equity,debt_to_equity,revenue_growth,net_margin,asset_turnover,total_debt,total_equity,fetch_ok,error,debt_to_equity_ratio
AARTIIND.NS,chemicals,2026-08-18T03:46:23.258638+00:00,190540316672,525.3,35.905674,18.12,,83.392,0.425,0.05901,1.3914357682619647,49659998208.0,59550000000.0,True,,0.83392
ABBOTINDIA.NS,pharma_healthcare,2026-08-18T03:45:07.748231+00:00,571606237184,26900.0,35.376583,,,3.602,0.087,0.23044,1.4509058081056683,,47741900000.0,True,,0.036019999999999996
ABB.NS,capital_goods,2026-08-18T03:46:01.917563+00:00,1631588450304,7699.5,102.56427,80.451,0.19131,1.547,0.121,0.21349001,1.667347712286514,1445200000.0,78359900000.0,True,,0.01547
ACC.NS,cement,2026-08-18T03:43:25.935842+00:00,247240704000,1316.6,13.038225,10.169,,2.085,-0.038,0.07563,1.2187217464845206,4286099968.0,205505400000.0,True,,0.02085
ADANIENT.NS,infra_logistics_defense,2026-08-18T03:46:54.361260+00:00,4289268809728,3014.3,52.752888,33.021,,119.56,0.499,0.06546,1.238997132563782,1066217897984.0,809259500000.0,True,,1.1956
ADANIGREEN.NS,energy_power,2026-08-18T03:45:56.601099+00:00,2183826243584,1325.8,129.72603,28.024,,346.548,0.166,0.13095,0.6173804157275231,1035449991168.0,199650000000.0,True,,3.46548
ADANIPORTS.NS,infra_logistics_defense,2026-08-18T03:46:53.127780+00:00,3874567749632,1681.7,28.673485,19.265,,64.051,0.186,0.32431,0.4029716422211426,633989890048.0,961253000000.0,True,,0.64051
ADANIPOWER.NS,energy_power,2026-08-18T03:45:57.667339+00:00,3951241199616,204.89,27.952251,20.296,,82.332,0.34,0.24148001,0.8339199542694382,546702884864.0,649368800000.0,True,,0.8233199999999999
ALKEM.NS,pharma_healthcare,2026-08-18T03:45:06.618490+00:00,644455333888,5390.0,29.884674,21.449,,14.267,0.109,0.14306,1.0515365301264101,20471599104.0,138201000000.0,True,,0.14267
AMBUJACEM.NS,cement,2026-08-18T03:43:27.039987+00:00,1031820345344,415.25,23.420757,18.475,,1.205,-0.077,0.11128,0.6734828127032526,8659300352.0,593473200000.0,True,,0.01205
APLAPOLLO.NS,metals_mining,2026-08-18T03:45:39.717386+00:00,579861807104,2088.4,47.33454,31.108,,9.396,0.085,0.052259997,4.226091422119765,4976500224.0,52965300000.0,True,,0.09396
APOLLOHOSP.NS,pharma_healthcare,2026-08-18T03:45:08.846312+00:00,1270696902656,8837.5,60.78061,36.282,,85.146,0.206,0.07906,2.6276727038744316,84929003520.0,94801000000.0,True,,0.85146
ARE&M.NS,auto,2026-08-18T03:44:54.742221+00:00,173087080448,945.7,18.756447,11.654,,5.015,0.239,0.06303,1.6989773995673518,4061600000.0,80989600000.0,True,,0.05015
ASTRAL.NS,capital_goods,2026-08-18T03:46:14.371543+00:00,412995944448,1537.3,71.56891,37.721,,6.168,0.159,0.084809996,1.6150225486088863,2503000064.0,40579000000.0,True,,0.06168
AUBANK.NS,banking,2026-08-18T03:44:09.746193+00:00,803082207232,1072.2,28.653128,,,,0.298,0.21372999,0.6053324696565784,138715447296.0,199735220000.0,True,,
AUROPHARMA.NS,pharma_healthcare,2026-08-18T03:45:03.487980+00:00,938729078784,1631.5,25.385096,13.102,,21.31,0.163,0.10627,0.8810737756251688,80728399872.0,378909700000.0,True,,0.21309999999999998
AXISBANK.NS,banking,2026-08-18T03:43:59.294650+00:00,3820317835264,1227.3,13.699075,,0.13352999,,0.14,0.36031,0.40954805802859856,2852579704832.0,2150353500000.0,True,,
BAJAJ-AUTO.NS,auto,2026-08-18T03:44:44.387708+00:00,3205037293568,11663.0,27.767065,20.339,,56.352,0.64,0.16251,1.5550691581863303,226649604096.0,388319900000.0,True,,0.56352
BAJAJFINSV.NS,nbfc_financial_services,2026-08-18T03:44:17.300138+00:00,3208490778624,2005.0,31.744776,12.529,,256.404,0.193,0.06471,1.7602195570125265,3614400839680.0,779150700000.0,True,,2.56404
BAJAJHLDNG.NS,nbfc_financial_services,2026-08-18T03:44:26.765517+00:00,1266408882176,11379.0,14.309248,135.64,0.11598,0.012,0.242,,0.11933165806750952,96200000.0,731505800000.0,True,,0.00012
BAJFINANCE.NS,nbfc_financial_services,2026-08-18T03:44:16.186865+00:00,6776440750080,1089.3,33.332314,,,314.833,0.261,0.43495,0.43566558730066274,3683091742720.0,1139990200000.0,True,,3.14833
BANDHANBNK.NS,banking,2026-08-18T03:44:03.644857+00:00,279125065728,173.25,20.625,,,,0.216,0.13617,0.530364785165566,143028125696.0,255748969000.0,True,,
BANKBARODA.NS,banking,2026-08-18T03:44:06.638827+00:00,1274999341056,246.55,7.066495,,0.113170005,,0.18,0.27392,0.4513840264406158,1732858085376.0,1658680884000.0,True,,
BANKINDIA.NS,banking,2026-08-18T03:44:11.882331+00:00,654445969408,143.75,5.335932,,0.13697,,0.185,0.34992,0.36236908183711025,1153757478912.0,899585454000.0,True,,
BATAINDIA.NS,consumer_durables_retail,2026-08-18T03:46:36.198133+00:00,97038286848,755.0,66.40282,22.868,,86.9,0.039,0.041149996,2.2022788933811066,13865700352.0,15955990000.0,True,,0.8690000000000001
