ticker,sector,fetched_at,market_cap,price,trailing_pe,ev_to_ebitda,return_on_equity,debt_to_equity,revenue_growth,net_margin,asset_turnover,total_debt,total_equity,fetch_ok,error,debt_to_equity_ratio
AARTIIND.NS,chemicals,2026-08-09T04:20:05.075900+00:00,182125068288,502.1,34.366875,17.431,,83.392,0.425,0.05901,1.3914357682619647,49659998208.0,59550000000.0,True,,0.83392
ABBOTINDIA.NS,pharma_healthcare,2026-08-09T04:19:02.216398+00:00,591474327552,27835.0,38.16778,30.898,0.34460998,3.602,0.065,0.22399001,1.4509058081056683,1719900032.0,47741900000.0,True,,0.036019999999999996
ABB.NS,capital_goods,2026-08-09T04:19:47.616860+00:00,1610503553024,7600.0,102.04081,79.791,0.19131,1.547,0.121,0.21349001,1.667347712286514,1445200000.0,78359900000.0,True,,0.01547
ACC.NS,cement,2026-08-09T04:17:37.411724+00:00,255916490752,1362.8,13.441169,10.527,,2.085,-0.038,0.07563,1.2187217464845206,4286099968.0,205505400000.0,True,,0.02085
ADANIENT.NS,infra_logistics_defense,2026-08-09T04:20:31.533581+00:00,4297379807232,3020.0,52.357838,33.131,,119.56,0.499,0.06546,1.238997132563782,1066217897984.0,809259500000.0,True,,1.1956
ADANIGREEN.NS,energy_power,2026-08-09T04:19:42.942585+00:00,2260584628224,1372.4,131.58197,28.655,,346.548,0.166,0.13095,0.6173804157275231,1035449991168.0,199650000000.0,True,,3.46548
ADANIPORTS.NS,infra_logistics_defense,2026-08-09T04:20:30.575293+00:00,3901754703872,1693.5,28.899319,19.289,,64.051,0.186,0.32431,0.4029716422211426,633989890048.0,961253000000.0,True,,0.64051
ADANIPOWER.NS,energy_power,2026-08-09T04:19:43.859799+00:00,4030501224448,209.0,28.243242,20.773,,82.332,0.34,0.24148001,0.8339199542694382,546702884864.0,649368800000.0,True,,0.8233199999999999
ALKEM.NS,pharma_healthcare,2026-08-09T04:19:01.332208+00:00,671955288064,5620.0,29.153913,22.567,0.17557,14.267,0.146,0.15645,1.0515365301264101,20471599104.0,138201000000.0,True,,0.14267
AMBUJACEM.NS,cement,2026-08-09T04:17:38.345776+00:00,1078410674176,434.0,24.327354,19.219,,1.205,-0.077,0.11128,0.6734828127032526,8659300352.0,593473200000.0,True,,0.01205
APLAPOLLO.NS,metals_mining,2026-08-09T04:19:29.375962+00:00,546987048960,1970.0,44.44946,29.434,,9.396,0.085,0.052259997,4.226091422119765,4976500224.0,52965300000.0,True,,0.09396
APOLLOHOSP.NS,pharma_healthcare,2026-08-09T04:19:03.180842+00:00,1286153699328,8945.0,66.224915,39.181,0.21503,85.146,0.181,0.07696,2.6276727038744316,84929003520.0,94801000000.0,True,,0.85146
ARE&M.NS,auto,2026-08-09T04:18:51.316686+00:00,170524737536,931.7,19.049274,11.842,0.11567,5.015,0.155,0.06485,1.6989773995673518,4061600000.0,80989600000.0,True,,0.05015
ASTRAL.NS,capital_goods,2026-08-09T04:19:57.837105+00:00,387930849280,1444.0,72.45358,37.162,0.13798,6.168,0.242,0.08169,1.6150225486088863,2503000064.0,40579000000.0,True,,0.06168
AUBANK.NS,banking,2026-08-09T04:18:14.587224+00:00,798822760448,1067.0,28.249933,,,,0.298,0.21372999,0.6053324696565784,138715447296.0,199735220000.0,True,,
AUROPHARMA.NS,pharma_healthcare,2026-08-09T04:18:58.551107+00:00,953976619008,1658.0,25.90625,13.357,,21.31,0.163,0.10627,0.8810737756251688,80728399872.0,378909700000.0,True,,0.21309999999999998
AXISBANK.NS,banking,2026-08-09T04:18:05.610261+00:00,3852222070784,1238.0,13.927326,,0.13352999,,0.14,0.36031,0.40954805802859856,2852579704832.0,2150353500000.0,True,,
BAJAJ-AUTO.NS,auto,2026-08-09T04:18:42.951745+00:00,3204762304512,11662.0,27.700712,20.337,,56.352,0.64,0.16251,1.5550691581863303,226649604096.0,388319900000.0,True,,0.56352
BAJAJFINSV.NS,nbfc_financial_services,2026-08-09T04:18:20.784029+00:00,3214731640832,2008.9,31.746208,12.54,,256.404,0.193,0.06471,1.7602195570125265,3614400839680.0,779150700000.0,True,,2.56404
BAJAJHLDNG.NS,nbfc_financial_services,2026-08-09T04:18:28.563751+00:00,1253498814464,11263.0,14.144344,134.351,0.11598,0.012,0.242,,0.11933165806750952,96200000.0,731505800000.0,True,,0.00012
BAJFINANCE.NS,nbfc_financial_services,2026-08-09T04:18:19.778472+00:00,6706144215040,1078.0,33.10811,,,314.833,0.261,0.43495,0.43566558730066274,3683091742720.0,1139990200000.0,True,,3.14833
BANDHANBNK.NS,banking,2026-08-09T04:18:09.350282+00:00,283587870720,176.02,20.954763,,,,0.216,0.13617,0.530364785165566,143028125696.0,255748969000.0,True,,
BANKBARODA.NS,banking,2026-08-09T04:18:11.872084+00:00,1296460546048,250.7,7.138383,,0.113170005,,0.18,0.27392,0.4513840264406158,1732858085376.0,1658680884000.0,True,,
BANKINDIA.NS,banking,2026-08-09T04:18:16.272889+00:00,660136787968,145.0,5.368382,,0.13697,,0.185,0.34992,0.36236908183711025,1153757478912.0,899585454000.0,True,,
BATAINDIA.NS,consumer_durables_retail,2026-08-09T04:20:16.244403+00:00,92604088320,720.5,68.94737,22.884,0.08465999,86.9,0.05,0.03817,2.2022788933811066,13865700352.0,15955990000.0,True,,0.8690000000000001
BEL.NS,capital_goods,2026-08-09T04:19:49.453834+00:00,2931221331968,401.0,47.852028,34.761,,0.273,0.249,0.21403,1.150981874087837,654600000.0,239883100000.0,True,,0.0027300000000000002
BHARATFORG.NS,auto,2026-08-09T04:18:45.769137+00:00,1082966343680,2265.2,100.00883,40.037,0.11603,76.475,0.175,0.06422,1.6935362177238868,73086148608.0,95798400000.0,True,,0.7647499999999999
BHARTIARTL.NS,telecom_media,2026-08-09T04:20:25.900298+00:00,12227145891840,1959.9,40.984943,12.239,0.20151,100.415,0.184,0.1314,1.415387175073093,2014801952768.0,1490566000000.0,True,,1.00415
BHEL.NS,capital_goods,2026-08-09T04:19:50.354171+00:00,1410932146176,405.2,57.80314,48.239,,31.312,0.403,0.06758,1.2376300407586298,81869496320.0,261466100000.0,True,,0.31312
BLUESTARCO.NS,consumer_durables_retail,2026-08-09T04:20:23.350062+00:00,311267262464,1514.0,59.163734,,,23.588,0.14,0.03978,3.569963743798837,,34314130000.0,True,,0.23588
BPCL.NS,energy_power,2026-08-09T04:19:37.519440+00:00,1371499790336,321.0,8.006985,5.834,,54.332,0.344,0.034679998,4.495372878137683,544244203520.0,1001702600000.0,True,,0.54332
BRITANNIA.NS,fmcg,2026-08-09T04:19:13.444849+00:00,1327184216064,5510.0,52.356518,36.46,,26.875,0.082,0.13376,3.6929381031457575,13802800128.0,51065600000.0,True,,0.26875
CANBK.NS,banking,2026-08-09T04:18:12.777632+00:00,1196872433664,131.95,6.025114,,,,-0.129,0.43126,0.5452230950954664,1552876830720.0,1177046427000.0,True,,
CARBORUNIV.NS,capital_goods,2026-08-09T04:19:59.607751+00:00,208976855040,1097.0,106.40155,,,10.292,0.207,0.03846,1.3204153933179514,,38998220000.0,True,,0.10292
CENTRALBK.NS,banking,2026-08-09T04:18:17.042070+00:00,283851948032,31.36,6.2222223,,0.115600005,,-0.029,0.27839002,0.5297484240967019,288185712640.0,390011399000.0,True,,
CHAMBLFERT.NS,chemicals,2026-08-09T04:20:08.704943+00:00,180573995008,450.7,9.364222,6.515,,10.274,-0.118,0.09581,1.9978631719022477,10675000320.0,104079500000.0,True,,0.10274
CHOLAFIN.NS,nbfc_financial_services,2026-08-09T04:18:21.585328+00:00,1593759105024,1866.2,27.549454,,,695.283,0.346,0.40549,0.5500075512830614,2117722046464.0,304584000000.0,True,,6.9528300000000005
CIPLA.NS,pharma_healthcare,2026-08-09T04:18:55.808352+00:00,1182535516160,1463.8,35.08629,21.018,,1.778,0.035,0.12009,0.8048248792182842,6137699840.0,344319500000.0,True,,0.01778
COALINDIA.NS,metals_mining,2026-08-09T04:19:25.844138+00:00,2559073058816,415.25,8.216264,5.248,,11.629,0.451,0.18138,1.4139217823847143,140721799168.0,1191015600000.0,True,,0.11628999999999999
