ticker,sector,fetched_at,market_cap,price,trailing_pe,ev_to_ebitda,return_on_equity,debt_to_equity,revenue_growth,net_margin,asset_turnover,total_debt,total_equity,fetch_ok,error,debt_to_equity_ratio
AARTIIND.NS,chemicals,2026-09-10T07:56:05.641823+00:00,185099419648,510.3,35.462124,17.265,,83.392,0.425,0.05901,1.3705483684627682,49659998208.0,59551200000.0,True,,0.83392
ABBOTINDIA.NS,pharma_healthcare,2026-09-10T07:55:04.563584+00:00,537288605696,25285.0,33.750233,26.778,,3.602,0.043,0.23052,1.4509058081056683,1719900032.0,47741900000.0,True,,0.036019999999999996
ABB.NS,capital_goods,2026-09-10T07:55:48.824093+00:00,1556043137024,7343.0,98.22097,77.61,0.19131,1.547,0.121,0.21349001,1.667347712286514,1445200000.0,78359900000.0,True,,0.01547
ACC.NS,cement,2026-09-10T07:53:41.500208+00:00,235673010176,1255.0,12.376725,9.712,,2.085,-0.038,0.07563,1.2187217464845206,4286099968.0,205505400000.0,True,,0.02085
ADANIENT.NS,infra_logistics_defense,2026-09-10T07:56:31.334816+00:00,4380481290240,3078.4,50.849022,33.863,,119.56,0.499,0.06546,1.238997132563782,1066217897984.0,809259500000.0,True,,1.1956
ADANIGREEN.NS,energy_power,2026-09-10T07:55:44.361983+00:00,2157636091904,1309.9,122.995316,27.847,,346.548,0.166,0.13095,0.6173804157275231,1035449991168.0,199650000000.0,True,,3.46548
ADANIPORTS.NS,infra_logistics_defense,2026-09-10T07:56:30.391732+00:00,4073169354752,1767.9,29.039093,20.095,,64.051,0.186,0.32431,0.4029716422211426,633989890048.0,961253000000.0,True,,0.64051
ADANIPOWER.NS,energy_power,2026-09-10T07:55:45.309552+00:00,4132517183488,214.29,28.085188,21.29,,82.332,0.34,0.24148001,0.8339199542694382,546702884864.0,649368800000.0,True,,0.8233199999999999
ALKEM.NS,pharma_healthcare,2026-09-10T07:55:03.596459+00:00,612890181632,5126.0,28.430393,20.489,,14.267,0.109,0.14306,1.0515365301264101,20471599104.0,138201000000.0,True,,0.14267
AMBUJACEM.NS,cement,2026-09-10T07:53:42.309809+00:00,983739072512,395.9,22.254074,17.751,,1.205,-0.077,0.11128,0.6734828127032526,8659300352.0,593473200000.0,True,,0.01205
APLAPOLLO.NS,metals_mining,2026-09-10T07:55:30.717360+00:00,604545679360,2177.3,49.082508,32.413,,9.396,0.085,0.052259997,4.226419939092198,4976500224.0,52965300000.0,True,,0.09396
APOLLOHOSP.NS,pharma_healthcare,2026-09-10T07:55:05.402146+00:00,1285794299904,8942.5,60.808514,36.832,,85.146,0.206,0.07906,2.6276727038744316,84929003520.0,94801000000.0,True,,0.85146
ARE&M.NS,auto,2026-09-10T07:54:53.588900+00:00,151545004032,828.0,16.556688,10.258,,5.015,0.239,0.06303,1.6989773995673518,4061600000.0,80989600000.0,True,,0.05015
ASHOKLEY.NS,auto,2026-09-10T07:54:47.379162+00:00,973415186432,165.72,28.328205,12.052,,344.737,0.116,0.06021,3.9374561586440935,639357026304.0,142416900000.0,True,,3.4473700000000003
ASTRAL.NS,capital_goods,2026-09-10T07:55:58.786150+00:00,392014331904,1458.5,67.99627,36.137,,6.168,0.159,0.084809996,1.6150225486088863,2503000064.0,40579000000.0,True,,0.06168
AUBANK.NS,banking,2026-09-10T07:54:17.654170+00:00,795130265600,1061.0,28.150703,,,,0.298,0.21372999,0.6056505808039263,138715447296.0,199735220000.0,True,,
AUROPHARMA.NS,pharma_healthcare,2026-09-10T07:55:00.803981+00:00,959960514560,1668.4,26.085054,13.695,,21.31,0.163,0.10627,0.8810737756251688,80728399872.0,378909700000.0,True,,0.21309999999999998
AXISBANK.NS,banking,2026-09-10T07:54:08.764935+00:00,3893028192256,1250.4,14.139998,,0.13352999,,0.14,0.36031,0.40954805802859856,2852579704832.0,2150353500000.0,True,,
BAJAJ-AUTO.NS,auto,2026-09-10T07:54:45.567018+00:00,3221345796096,11732.0,28.109352,20.551,,56.352,0.64,0.16251,1.5550691581863303,226649604096.0,388319900000.0,True,,0.56352
BAJAJFINSV.NS,nbfc_financial_services,2026-09-10T07:54:23.537942+00:00,3092472922112,1932.5,30.587212,12.317,,256.404,0.193,0.06471,1.7602195570125265,3614400839680.0,779150700000.0,True,,2.56404
BAJAJHLDNG.NS,nbfc_financial_services,2026-09-10T07:54:30.973647+00:00,1224785133568,11005.0,13.837372,132.294,0.11598,0.012,0.242,,0.11933165806750952,96200000.0,731505800000.0,True,,0.00012
BAJFINANCE.NS,nbfc_financial_services,2026-09-10T07:54:22.592336+00:00,6482191450112,1042.0,32.45095,,,314.833,0.261,0.43495,0.43566558730066274,3683091742720.0,1139990200000.0,True,,3.14833
BANDHANBNK.NS,banking,2026-09-10T07:54:12.400651+00:00,274813419520,170.57,20.305954,,,,0.216,0.13617,0.530364785165566,143028125696.0,255748969000.0,True,,
BANKBARODA.NS,banking,2026-09-10T07:54:14.959422+00:00,1228353699840,237.53,6.837363,,0.113170005,,0.18,0.27392,0.4513840264406158,1732858085376.0,1658680884000.0,True,,
BANKINDIA.NS,banking,2026-09-10T07:54:19.213576+00:00,641061093376,140.81,5.215185,,0.13697,,0.185,0.34992,0.36236908183711025,1153757478912.0,899585454000.0,True,,
