ticker,sector,fetched_at,market_cap,price,trailing_pe,ev_to_ebitda,return_on_equity,debt_to_equity,revenue_growth,net_margin,asset_turnover,total_debt,total_equity,fetch_ok,error,debt_to_equity_ratio
AARTIIND.NS,chemicals,2026-07-28T05:49:17.868187+00:00,174652899328,481.5,40.94388,19.052,0.07249,83.392,0.132,0.05057,1.3914357682619647,49659998208.0,59550000000.0,True,,0.83392
ABBOTINDIA.NS,pharma_healthcare,2026-07-28T05:48:06.430557+00:00,592855498752,27900.0,38.451996,30.858,0.34460998,3.602,0.065,0.22399001,1.4509058081056683,1719900032.0,47741900000.0,True,,0.036019999999999996
ABB.NS,capital_goods,2026-07-28T05:48:57.972765+00:00,1538772566016,7261.5,100.10339,79.639,,1.082,0.008,0.22257,1.667347712286514,848200000.0,78359900000.0,True,,0.010820000000000001
ACC.NS,cement,2026-07-28T05:46:30.454084+00:00,253756932096,1351.3,13.330374,10.491,,2.085,-0.046,0.07563,1.2187217464845206,4286099968.0,205505400000.0,True,,0.02085
ADANIENT.NS,infra_logistics_defense,2026-07-28T05:49:47.989155+00:00,4285284483072,3011.5,40.811764,37.112,0.13664,119.56,0.203,0.09295999,1.238997132563782,1066217897984.0,809259500000.0,True,,1.1956
ADANIGREEN.NS,energy_power,2026-07-28T05:48:52.707836+00:00,2286115880960,1387.9,132.18095,29.039,,346.548,0.166,0.13095,0.6173804157275231,1035449991168.0,199650000000.0,True,,3.46548
ADANIPORTS.NS,infra_logistics_defense,2026-07-28T05:49:46.979572+00:00,4099203923968,1779.2,30.544205,20.809,0.15592,64.051,0.265,0.33060002,0.4029716422211426,633989890048.0,961253000000.0,True,,0.64051
ADANIPOWER.NS,energy_power,2026-07-28T05:48:53.868049+00:00,4055571365888,210.3,28.418919,21.208,,82.332,0.34,0.24148001,0.8339199542694382,546702884864.0,649368800000.0,True,,0.8233199999999999
ALKEM.NS,pharma_healthcare,2026-07-28T05:48:05.493747+00:00,674406400000,5640.5,29.383724,21.535,0.17557,14.267,0.146,0.15645,1.0645559728221938,20471599104.0,138201000000.0,True,,0.14267
AMBUJACEM.NS,cement,2026-07-28T05:46:31.489767+00:00,1068719865856,430.1,22.273434,18.665,0.08302,1.205,0.072,0.1163,0.6734828127032526,8659300352.0,593473200000.0,True,,0.01205
APLAPOLLO.NS,metals_mining,2026-07-28T05:48:36.869502+00:00,511307939840,1841.5,42.450436,28.296,0.25314,9.396,0.136,0.05213,4.226091422119765,4976500224.0,52965300000.0,True,,0.09396
APOLLOHOSP.NS,pharma_healthcare,2026-07-28T05:48:07.568882+00:00,1273716408320,8858.5,65.7549,35.546,0.21503,85.146,0.181,0.07696,2.661206105420829,84929003520.0,94801000000.0,True,,0.85146
ARE&M.NS,auto,2026-07-28T05:47:53.800032+00:00,158893473792,868.15,17.706507,11.11,0.11567,5.015,0.155,0.06485,1.6989773995673518,4061600000.0,80989600000.0,True,,0.05015
ASTRAL.NS,capital_goods,2026-07-28T05:49:09.695139+00:00,392148647936,1459.7,73.24134,36.424,0.13798,6.168,0.242,0.08169,1.618719041868947,2503000064.0,40579000000.0,True,,0.06168
AUBANK.NS,banking,2026-07-28T05:47:11.906214+00:00,789913665536,1055.1,30.1113,,,,0.298,0.21372999,0.6053324696565784,138715447296.0,199735220000.0,True,,
AUROPHARMA.NS,pharma_healthcare,2026-07-28T05:48:02.382181+00:00,889304121344,1545.6,25.316954,12.755,0.09932999,21.31,0.056,0.10414,0.8810737756251688,80728399872.0,378909700000.0,True,,0.21309999999999998
AXISBANK.NS,banking,2026-07-28T05:47:01.759268+00:00,3830054649856,1231.1,13.854378,,0.13352999,,0.14,0.36031,0.40954805802859856,2852579704832.0,2150353500000.0,True,,
BAJAJ-AUTO.NS,auto,2026-07-28T05:47:44.710571+00:00,3081585819648,11223.0,26.676332,19.535,,56.352,0.64,0.16251,1.5550691581863303,226649604096.0,388319900000.0,True,,0.56352
BAJAJFINSV.NS,nbfc_financial_services,2026-07-28T05:47:18.991705+00:00,3075323461632,1923.6,31.539595,12.887,0.14602,256.404,0.061,0.06534,1.7602195570125265,3614400839680.0,779150700000.0,True,,2.56404
BAJAJHLDNG.NS,nbfc_financial_services,2026-07-28T05:47:28.457401+00:00,1195737481216,10744.0,12.405463,138.52,0.12624,0.012,-0.483,,0.11933165806750952,96200000.0,731505800000.0,True,,0.00012
BAJFINANCE.NS,nbfc_financial_services,2026-07-28T05:47:17.963717+00:00,6498924101632,1045.2,33.12837,,0.17907,314.833,0.282,0.43280998,0.43566558730066274,3683091742720.0,1139990200000.0,True,,3.14833
BANDHANBNK.NS,banking,2026-07-28T05:47:05.823716+00:00,273206607872,169.58,19.787632,,,,0.216,0.13617,0.5303525426919707,143028125696.0,255748969000.0,True,,
BANKBARODA.NS,banking,2026-07-28T05:47:08.798506+00:00,1246815453184,241.1,6.934139,,0.113170005,,0.18,0.27392,0.4513840264406158,1732858085376.0,1658680884000.0,True,,
BANKINDIA.NS,banking,2026-07-28T05:47:14.108328+00:00,626037293056,137.51,5.2665644,,0.12056,,0.101,0.31886,0.36236908183711025,1186258878464.0,899585454000.0,True,,
BATAINDIA.NS,consumer_durables_retail,2026-07-28T05:49:30.102575+00:00,89808617472,698.75,67.05854,22.278,0.08465999,86.9,0.05,0.03817,2.2022788933811066,13865700352.0,15955990000.0,True,,0.8690000000000001
BEL.NS,capital_goods,2026-07-28T05:49:00.149672+00:00,2897230954496,396.35,47.467064,35.92,0.27556,0.273,0.117,0.21956,1.150981874087837,654600000.0,239883100000.0,True,,0.0027300000000000002
BHARATFORG.NS,auto,2026-07-28T05:47:47.737695+00:00,1035779047424,2166.5,95.905266,38.618,0.11603,76.475,0.175,0.06422,1.6935362177238868,73086148608.0,95798400000.0,True,,0.7647499999999999
BHARTIARTL.NS,telecom_media,2026-07-28T05:49:41.607548+00:00,11834110246912,1896.9,42.55047,12.555,0.19358999,99.718,0.157,0.12652999,1.415387175073093,1954117058560.0,1490566000000.0,True,,0.9971800000000001
BHEL.NS,capital_goods,2026-07-28T05:49:01.194093+00:00,1411454468096,405.35,57.98999,49.547,,31.312,0.403,0.06758,1.2376300407586298,81869496320.0,261466100000.0,True,,0.31312
BLUESTARCO.NS,consumer_durables_retail,2026-07-28T05:49:38.370148+00:00,334067499008,1624.9,62.98062,38.969,0.16222,23.588,0.013,0.04255,3.6142547815620985,8099899904.0,34314100000.0,True,,0.23588
BPCL.NS,energy_power,2026-07-28T05:48:46.451367+00:00,1367440752640,320.05,7.9812965,5.765,,54.332,0.344,0.034679998,4.54454276149428,544244203520.0,1001702600000.0,True,,0.54332
BRITANNIA.NS,fmcg,2026-07-28T05:48:18.951352+00:00,1305626542080,5420.5,51.408382,36.55,0.53314,26.875,0.065,0.13271,3.6929381031457575,13802800128.0,51065600000.0,True,,0.26875
CANBK.NS,banking,2026-07-28T05:47:09.785580+00:00,1134466301952,125.07,5.685,,0.15935999,,-0.467,0.37035,0.5452230950954664,1552876830720.0,1177046427000.0,True,,
CARBORUNIV.NS,capital_goods,2026-07-28T05:49:11.709006+00:00,202037411840,1060.6,101.882805,36.124,0.043670002,10.292,0.149,0.0374,1.3204153933179514,4125339904.0,38998220000.0,True,,0.10292
CENTRALBK.NS,banking,2026-07-28T05:47:15.031628+00:00,281045991424,31.05,6.12426,,0.115600005,,-0.029,0.27839002,0.5297484240967019,288185712640.0,390011399000.0,True,,
CHAMBLFERT.NS,chemicals,2026-07-28T05:49:21.966696+00:00,175906390016,439.05,8.828674,6.564,0.20451,10.274,0.137,0.09394,1.9978631719022477,10675000320.0,104079500000.0,True,,0.10274
CHOLAFIN.NS,nbfc_financial_services,2026-07-28T05:47:19.967348+00:00,1543201619968,1807.0,28.194727,,0.19334999,695.283,0.248,0.39723998,0.5500075512830614,2117722046464.0,304584000000.0,True,,6.9528300000000005
CIPLA.NS,pharma_healthcare,2026-07-28T05:47:59.111438+00:00,1159581138944,1435.4,34.38084,20.17,,1.778,0.035,0.12009,0.8048248792182842,6137699840.0,344319500000.0,True,,0.01778
COALINDIA.NS,metals_mining,2026-07-28T05:48:32.684836+00:00,2557224157184,414.95,8.218459,5.398,0.28124002,11.629,0.162,0.18465,1.4139217823847143,140721799168.0,1191015600000.0,True,,0.11628999999999999
COCHINSHIP.NS,infra_logistics_defense,2026-07-28T05:49:58.417427+00:00,367260762112,1396.0,51.154266,44.561,0.12517,28.466,-0.156,0.14272,0.8551127398898766,16717533184.0,58727572000.0,True,,0.28466
COFORGE.NS,it,2026-07-28T05:46:52.546768+00:00,740887363584,1673.6,37.11688,16.776,0.18596001,7.518,0.305,0.094840005,1.7197932393893642,7278000128.0,95376000000.0,True,,0.07518
COLPAL.NS,fmcg,2026-07-28T05:48:23.157824+00:00,586509778944,2156.4,44.17947,30.575,0.81593,2.993,0.091,0.21959999,3.777244004519888,474100000.0,15841100000.0,True,,0.02993
CONCOR.NS,infra_logistics_defense,2026-07-28T05:49:49.915344+00:00,395355848704,519.1,29.645914,17.926,,7.39,0.003,0.13670999,0.7014931600520771,9645700096.0,129423500000.0,True,,0.0739
COROMANDEL.NS,chemicals,2026-07-28T05:49:20.867228+00:00,588345376768,1997.8,31.751432,17.945,,11.469,0.159,0.05619,1.6103987214412612,15061900288.0,125578900000.0,True,,0.11469
CUMMINSIND.NS,capital_goods,2026-07-28T05:49:02.253781+00:00,1506859155456,5436.0,63.85528,55.114,0.29455,0.431,0.219,0.19449,1.40997102119606,365100000.0,84751600000.0,True,,0.00431
CYIENT.NS,it,2026-07-28T05:46:56.847743+00:00,88351981568,848.8,25.397966,9.983,,7.528,0.213,0.04955,1.2791847797391718,4640000000.0,56819000000.0,True,,0.07528
DABUR.NS,fmcg,2026-07-28T05:48:20.071750+00:00,769895366656,434.0,40.712948,29.851,0.16239999,10.907,0.073,0.14364,1.1420795269853725,12873199616.0,114195200000.0,True,,0.10907
DALBHARAT.NS,cement,2026-07-28T05:46:37.903739+00:00,341760278528,1820.5,36.556225,12.795,,40.987,0.07,0.062030002,0.8234050837087713,74280001536.0,179790000000.0,True,,0.40987
DEEPAKNTR.NS,chemicals,2026-07-28T05:49:16.738233+00:00,226426077184,1660.1,40.362263,24.427,0.09751,27.903,-0.027,0.0698,1.32970293806741,16377199616.0,58368300000.0,True,,0.27903
DIVISLAB.NS,pharma_healthcare,2026-07-28T05:48:00.308578+00:00,1964202000384,7399.0,75.03296,56.31,0.16187,0.042,0.095,0.24318,0.6250223733667443,70000000.0,167610000000.0,True,,0.00042
DIXON.NS,consumer_durables_retail,2026-07-28T05:49:34.117605+00:00,836026040320,13750.0,50.925926,38.792,0.37133,18.457,0.021,0.02944,10.450341803035066,9942200320.0,46766700000.0,True,,0.18457
DLF.NS,realty,2026-07-28T05:49:59.427434+00:00,1640512749568,662.75,37.212242,105.525,0.10031,0.673,-0.42,0.53876996,0.17235708981401002,3058931968.0,454733699000.0,True,,0.006730000000000001
DMART.NS,consumer_durables_retail,2026-07-28T05:49:28.019499+00:00,2656532430848,4072.9,86.43676,48.736,,9.913,0.149,0.042919997,2.8075698044967226,24249899008.0,244640400000.0,True,,0.09913
DRREDDY.NS,pharma_healthcare,2026-07-28T05:47:58.091643+00:00,949953298432,1140.4,28.70375,17.421,0.088369995,18.605,-0.056,0.09996,0.8909200849725377,71951998976.0,377063000000.0,True,,0.18605
EICHERMOT.NS,auto,2026-07-28T05:47:42.626269+00:00,2143825690624,7810.0,38.22061,38.164,0.23774,2.048,0.166,0.23693001,0.9154355651261048,5139500032.0,251001500000.0,True,,0.02048
EMAMILTD.NS,fmcg,2026-07-28T05:48:27.578048+00:00,179554271232,411.35,23.187712,18.357,0.2761,5.541,-0.039,0.20512,1.292590920594532,1619200000.0,29239800000.0,True,,0.05541
ENDURANCE.NS,auto,2026-07-28T05:47:51.759014+00:00,381140074496,2709.6,40.029545,19.615,0.15156999,19.393,0.379,0.0652,2.096217997257639,13266599936.0,68408200000.0,True,,0.19393000000000002
EXIDEIND.NS,auto,2026-07-28T05:47:52.760871+00:00,364097503232,428.35,44.205368,19.93,0.06172,11.308,0.092,0.047470003,1.2878952308007638,15754000384.0,139048500000.0,True,,0.11308
FEDERALBNK.NS,banking,2026-07-28T05:47:04.835769+00:00,883978469376,358.35,19.040915,,,,0.214,0.30721,0.41207841268675854,331932499968.0,400430100000.0,True,,
FORTIS.NS,pharma_healthcare,2026-07-28T05:48:08.657932+00:00,712416296960,943.65,68.579216,37.587,0.11006,34.15,0.178,0.11413,0.914358594105076,34725834752.0,98955475000.0,True,,0.34149999999999997
GAIL.NS,energy_power,2026-07-28T05:48:48.494258+00:00,1155241476096,175.7,15.238508,11.938,0.08688,27.809,-0.024,0.05355,1.590099450194049,248314904576.0,890496000000.0,True,,0.27809
GHCL.NS,chemicals,2026-07-28T05:49:26.059749+00:00,40052752384,436.95,8.711124,4.25,0.13420999,2.345,0.012,0.15419,0.8614242437892745,833000000.0,35519200000.0,True,,0.023450000000000002
GICRE.NS,insurance,2026-07-28T05:47:37.595832+00:00,632724324352,360.65,6.54656,3.142,0.10686,,-0.013,0.18268,0.7641097251706209,0.0,704808200000.0,True,,
GILLETTE.NS,consumer_durables_retail,2026-07-28T05:49:40.494146+00:00,257455783936,7901.0,48.28872,27.151,0.66443,0.002,0.032,0.21110001,2.7109660547530554,200000.0,9712700000.0,True,,2e-05
GLAND.NS,pharma_healthcare,2026-07-28T05:48:11.728018+00:00,405305917440,2457.0,38.63815,22.602,0.10532,2.738,0.223,0.15975,0.6208419619712395,2835899904.0,103579500000.0,True,,0.02738
GLENMARK.NS,pharma_healthcare,2026-07-28T05:48:13.815789+00:00,619656511488,2195.8,45.452286,13.427,0.14069,5.646,0.143,0.08019,1.5897288545999666,5935269888.0,105121090000.0,True,,0.056459999999999996
GMRAIRPORT.NS,infra_logistics_defense,2026-07-28T05:49:48.978327+00:00,1144487411712,108.39,,25.204,,,0.375,0.011849999,-5.971307707197471,432825204736.0,-24797600000.0,True,,
GNFC.NS,chemicals,2026-07-28T05:49:22.907872+00:00,75527512064,514.0,9.150792,6.549,0.091350004,0.066,0.074,0.10395,0.8527701590784421,60000000.0,91150000000.0,True,,0.00066
GODREJCP.NS,fmcg,2026-07-28T05:48:21.197151+00:00,1094629261312,1069.7,57.91554,35.704,0.15099,34.899,0.112,0.12264,1.1938491046975706,44158099456.0,126482400000.0,True,,0.34899
GODREJPROP.NS,realty,2026-07-28T05:50:00.567195+00:00,639201443840,2122.0,33.687885,-158.142,0.09969,82.119,0.63,0.36056,0.26235804367822574,158940905472.0,191555400000.0,True,,0.82119
GRINDWELL.NS,capital_goods,2026-07-28T05:49:10.650825+00:00,220720316416,1993.5,50.55795,35.624,,2.381,0.142,0.13763,1.2073601475932072,607126976.0,25347508000.0,True,,0.023809999999999998
HAL.NS,capital_goods,2026-07-28T05:48:58.969010+00:00,3045601312768,4554.0,33.083908,32.318,0.23979001,0.027,0.018,0.27549,0.8062357947346466,109700000.0,410411200000.0,True,,0.00027
HAVELLS.NS,capital_goods,2026-07-28T05:49:06.556852+00:00,773908987904,1233.2,47.014866,36.62,,2.801,0.195,0.06923,2.3571668039769573,2652000000.0,94554700000.0,True,,0.02801
HCLTECH.NS,it,2026-07-28T05:46:41.975414+00:00,3626268360704,1340.2,20.439224,,0.24067,7.058,0.03,0.12966,1.731444156189716,548000000.0,751650000000.0,True,,0.07058
HDFCBANK.NS,banking,2026-07-28T05:46:58.820173+00:00,11352731025408,736.95,16.527248,,0.13838,,0.166,0.26787,0.3089151684495628,5658713784320.0,7676891400000.0,True,,
HDFCLIFE.NS,insurance,2026-07-28T05:47:32.740106+00:00,1206401499136,555.45,60.904606,49.92,0.108009994,15.842,0.152,0.01895,5.161047553908439,30990000128.0,177495400000.0,True,,0.15842
