ticker,sector,fetched_at,market_cap,price,trailing_pe,ev_to_ebitda,return_on_equity,debt_to_equity,revenue_growth,net_margin,asset_turnover,total_debt,total_equity,fetch_ok,error,debt_to_equity_ratio
AARTIIND.NS,chemicals,2026-08-15T03:41:02.888370+00:00,193732313088,534.1,36.75843,18.327,,83.392,0.425,0.05901,1.3914357682619647,49659998208.0,59550000000.0,True,,0.83392
ABBOTINDIA.NS,pharma_healthcare,2026-08-15T03:39:48.297379+00:00,575006113792,27060.0,35.626358,30.651,0.34460998,3.602,0.065,0.22399001,1.4509058081056683,1719900032.0,47741900000.0,True,,0.036019999999999996
ABB.NS,capital_goods,2026-08-15T03:40:41.895580+00:00,1620887076864,7649.0,103.08626,80.33,0.19131,1.547,0.121,0.21349001,1.667347712286514,1445200000.0,78359900000.0,True,,0.01547
ACC.NS,cement,2026-08-15T03:38:06.718864+00:00,248142102528,1321.4,13.071521,10.232,,2.085,-0.038,0.07563,1.2187217464845206,4286099968.0,205505400000.0,True,,0.02085
ADANIENT.NS,infra_logistics_defense,2026-08-15T03:41:34.966563+00:00,4318866702336,3035.1,51.547215,32.654,,119.56,0.499,0.06546,1.238997132563782,1066217897984.0,809259500000.0,True,,1.1956
ADANIGREEN.NS,energy_power,2026-08-15T03:40:36.321749+00:00,2220393496576,1348.0,126.57278,28.311,,346.548,0.166,0.13095,0.6173804157275231,1035449991168.0,199650000000.0,True,,3.46548
ADANIPORTS.NS,infra_logistics_defense,2026-08-15T03:41:33.856684+00:00,3916730466304,1700.0,28.328613,18.938,,64.051,0.186,0.32431,0.4029716422211426,633989890048.0,961253000000.0,True,,0.64051
ADANIPOWER.NS,energy_power,2026-08-15T03:40:37.422060+00:00,3958183559168,205.25,27.84939,20.518,,82.332,0.34,0.24148001,0.8339199542694382,546702884864.0,649368800000.0,True,,0.8233199999999999
ALKEM.NS,pharma_healthcare,2026-08-15T03:39:47.287954+00:00,641824915456,5368.0,28.32867,21.867,0.17557,14.267,0.146,0.15645,1.0515365301264101,20471599104.0,138201000000.0,True,,0.14267
AMBUJACEM.NS,cement,2026-08-15T03:38:07.717361+00:00,1037411155968,417.5,23.534386,18.564,,1.205,-0.077,0.11128,0.6734828127032526,8659300352.0,593473200000.0,True,,0.01205
APLAPOLLO.NS,metals_mining,2026-08-15T03:40:19.837141+00:00,578445770752,2083.3,46.731716,31.139,,9.396,0.085,0.052259997,4.226091422119765,4976500224.0,52965300000.0,True,,0.09396
APOLLOHOSP.NS,pharma_healthcare,2026-08-15T03:39:49.422398+00:00,1282631008256,8920.5,59.170208,36.651,,85.146,0.206,0.07906,2.6276727038744316,84929003520.0,94801000000.0,True,,0.85146
ARE&M.NS,auto,2026-08-15T03:39:35.107868+00:00,173132840960,945.95,18.7763,11.692,,5.015,0.239,0.06303,1.6989773995673518,4061600000.0,80989600000.0,True,,0.05015
ASTRAL.NS,capital_goods,2026-08-15T03:40:54.168785+00:00,418100281344,1556.3,74.07425,39.06,,6.168,0.159,0.084809996,1.6150225486088863,2503000064.0,40579000000.0,True,,0.06168
AUBANK.NS,banking,2026-08-15T03:38:50.171006+00:00,810347593728,1081.9,28.644426,,,,0.298,0.21372999,0.6053324696565784,138715447296.0,199735220000.0,True,,
AUROPHARMA.NS,pharma_healthcare,2026-08-15T03:39:43.990768+00:00,933320523776,1622.1,25.974379,13.06,,21.31,0.163,0.10627,0.8810737756251688,80728399872.0,378909700000.0,True,,0.21309999999999998
AXISBANK.NS,banking,2026-08-15T03:38:39.263790+00:00,3789501235200,1217.4,13.755933,,0.13352999,,0.14,0.36031,0.40954805802859856,2852579704832.0,2150353500000.0,True,,
BAJAJ-AUTO.NS,auto,2026-08-15T03:39:24.890241+00:00,3215204810752,11700.0,27.793615,20.335,,56.352,0.64,0.16251,1.5550691581863303,226649604096.0,388319900000.0,True,,0.56352
BAJAJFINSV.NS,nbfc_financial_services,2026-08-15T03:38:57.649690+00:00,3213771669504,2008.3,31.786959,12.584,,256.404,0.193,0.06471,1.7602195570125265,3614400839680.0,779150700000.0,True,,2.56404
