ticker,sector,fetched_at,market_cap,price,trailing_pe,ev_to_ebitda,return_on_equity,debt_to_equity,revenue_growth,net_margin,asset_turnover,total_debt,total_equity,fetch_ok,error,debt_to_equity_ratio
AARTIIND.NS,chemicals,2026-08-11T04:21:59.294997+00:00,180637892608,498.0,34.086243,17.387,,83.392,0.425,0.05901,1.3914357682619647,49659998208.0,59550000000.0,True,,0.83392
ABBOTINDIA.NS,pharma_healthcare,2026-08-11T04:20:55.810394+00:00,583080869888,27440.0,38.036095,30.553,0.34460998,3.602,0.065,0.22399001,1.4509058081056683,1719900032.0,47741900000.0,True,,0.036019999999999996
ABB.NS,capital_goods,2026-08-11T04:21:42.077550+00:00,1609761947648,7596.5,101.327194,80.335,0.19131,1.547,0.121,0.21349001,1.667347712286514,1445200000.0,78359900000.0,True,,0.01547
ACC.NS,cement,2026-08-11T04:19:30.815269+00:00,253569155072,1350.3,13.317882,10.487,,2.085,-0.038,0.07563,1.2187217464845206,4286099968.0,205505400000.0,True,,0.02085
ADANIENT.NS,infra_logistics_defense,2026-08-11T04:22:25.878492+00:00,4279165779968,3007.2,52.308224,33.044,,119.56,0.499,0.06546,1.238997132563782,1066217897984.0,809259500000.0,True,,1.1956
ADANIGREEN.NS,energy_power,2026-08-11T04:21:37.391069+00:00,2252183961600,1367.3,131.47116,28.607,,346.548,0.166,0.13095,0.6173804157275231,1035449991168.0,199650000000.0,True,,3.46548
ADANIPORTS.NS,infra_logistics_defense,2026-08-11T04:22:24.973682+00:00,3878023856128,1683.2,28.940851,19.166,,64.051,0.186,0.32431,0.4029716422211426,633989890048.0,961253000000.0,True,,0.64051
ADANIPOWER.NS,energy_power,2026-08-11T04:21:38.297225+00:00,4048629006336,209.91,28.142092,20.917,,82.332,0.34,0.24148001,0.8339199542694382,546702884864.0,649368800000.0,True,,0.8233199999999999
ALKEM.NS,pharma_healthcare,2026-08-11T04:20:54.954849+00:00,660417282048,5523.5,28.763735,22.479,0.17557,14.267,0.146,0.15645,1.0515365301264101,20471599104.0,138201000000.0,True,,0.14267
AMBUJACEM.NS,cement,2026-08-11T04:19:31.643325+00:00,1063004733440,427.8,23.97982,19.094,,1.205,-0.077,0.11128,0.6734828127032526,8659300352.0,593473200000.0,True,,0.01205
APLAPOLLO.NS,metals_mining,2026-08-11T04:21:23.379609+00:00,559009693696,2013.3,44.29703,30.186,,9.396,0.085,0.052259997,4.226091422119765,4976500224.0,52965300000.0,True,,0.09396
APOLLOHOSP.NS,pharma_healthcare,2026-08-11T04:20:56.667979+00:00,1256821620736,8741.0,64.95504,39.044,0.21503,85.146,0.181,0.07696,2.6276727038744316,84929003520.0,94801000000.0,True,,0.85146
ARE&M.NS,auto,2026-08-11T04:20:44.935887+00:00,173810040832,949.65,20.149586,11.411,0.11567,5.015,0.155,0.06485,1.6989773995673518,4061600000.0,80989600000.0,True,,0.05015
ASTRAL.NS,capital_goods,2026-08-11T04:21:51.974168+00:00,382396661760,1423.4,71.41997,36.979,0.13798,6.168,0.242,0.08169,1.6150225486088863,2503000064.0,40579000000.0,True,,0.06168
AUBANK.NS,banking,2026-08-11T04:20:08.053553+00:00,786978635776,1050.7,27.818373,,,,0.298,0.21372999,0.6053324696565784,138715447296.0,199735220000.0,True,,
AUROPHARMA.NS,pharma_healthcare,2026-08-11T04:20:52.047543+00:00,945115758592,1642.6,25.822983,13.274,,21.31,0.163,0.10627,0.8810737756251688,80728399872.0,378909700000.0,True,,0.21309999999999998
AXISBANK.NS,banking,2026-08-11T04:19:58.552930+00:00,3826706808832,1229.8,13.731578,,0.13352999,,0.14,0.36031,0.40954805802859856,2852579704832.0,2150353500000.0,True,,
BAJAJ-AUTO.NS,auto,2026-08-11T04:20:36.376021+00:00,3250929532928,11830.0,28.063766,20.362,,56.352,0.64,0.16251,1.5550691581863303,226649604096.0,388319900000.0,True,,0.56352
BAJAJFINSV.NS,nbfc_financial_services,2026-08-11T04:20:14.189109+00:00,3259538604032,2036.9,31.99152,12.574,,256.404,0.193,0.06471,1.7602195570125265,3614400839680.0,779150700000.0,True,,2.56404
