ticker,sector,fetched_at,market_cap,price,trailing_pe,ev_to_ebitda,return_on_equity,debt_to_equity,revenue_growth,net_margin,asset_turnover,total_debt,total_equity,fetch_ok,error,debt_to_equity_ratio
AARTIIND.NS,chemicals,2026-09-11T07:52:16.238298+00:00,178207621120,491.3,33.039677,17.485,,83.392,0.425,0.05901,1.3705483684627682,49659998208.0,59551200000.0,True,,0.83392
ABBOTINDIA.NS,pharma_healthcare,2026-09-11T07:51:21.119586+00:00,541432217600,25480.0,33.558548,26.816,,3.602,0.043,0.23052,1.4509058081056683,1719900032.0,47741900000.0,True,,0.036019999999999996
ABB.NS,capital_goods,2026-09-11T07:52:01.121067+00:00,1544600158208,7289.0,98.47339,76.813,0.19131,1.547,0.121,0.21349001,1.667347712286514,1445200000.0,78359900000.0,True,,0.01547
ACC.NS,cement,2026-09-11T07:50:05.852139+00:00,232480636928,1238.0,12.245302,9.685,,2.085,-0.038,0.07563,1.2187217464845206,4286099968.0,205505400000.0,True,,0.02085
ADANIENT.NS,infra_logistics_defense,2026-09-11T07:52:39.527847+00:00,4311182475264,3029.7,53.217987,33.625,,119.56,0.499,0.06546,1.238997132563782,1066217897984.0,809259500000.0,True,,1.1956
ADANIGREEN.NS,energy_power,2026-09-11T07:51:57.070849+00:00,2109209051136,1280.5,124.80507,27.623,,346.548,0.166,0.13095,0.6173804157275231,1035449991168.0,199650000000.0,True,,3.46548
ADANIPORTS.NS,infra_logistics_defense,2026-09-11T07:52:38.747742+00:00,4055659184128,1760.3,30.173124,20.026,,64.051,0.186,0.32431,0.4029716422211426,633989890048.0,961253000000.0,True,,0.64051
ADANIPOWER.NS,energy_power,2026-09-11T07:51:57.825239+00:00,4026644299776,208.8,28.446867,21.167,,82.332,0.34,0.24148001,0.8339199542694382,546702884864.0,649368800000.0,True,,0.8233199999999999
ALKEM.NS,pharma_healthcare,2026-09-11T07:51:20.311689+00:00,610439135232,5105.5,28.310413,20.485,,14.267,0.109,0.14306,1.0515365301264101,20471599104.0,138201000000.0,True,,0.14267
AMBUJACEM.NS,cement,2026-09-11T07:50:06.654078+00:00,969948397568,390.35,21.979166,17.695,,1.205,-0.077,0.11128,0.6734828127032526,8659300352.0,593473200000.0,True,,0.01205
APLAPOLLO.NS,metals_mining,2026-09-11T07:51:44.899024+00:00,597798551552,2153.0,48.090237,32.816,,9.396,0.085,0.052259997,4.226419939092198,4976500224.0,52965300000.0,True,,0.09396
APOLLOHOSP.NS,pharma_healthcare,2026-09-11T07:51:21.881874+00:00,1284715839488,8935.0,61.50616,36.572,,85.146,0.206,0.07906,2.6276727038744316,84929003520.0,94801000000.0,True,,0.85146
ARE&M.NS,auto,2026-09-11T07:51:11.495535+00:00,148085817344,809.1,16.325665,10.099,,5.015,0.239,0.06303,1.6989773995673518,4061600000.0,80989600000.0,True,,0.05015
ASHOKLEY.NS,auto,2026-09-11T07:51:05.983676+00:00,961667465216,163.72,27.7022,12.01,,344.737,0.116,0.06021,3.9374561586440935,639357026304.0,142416900000.0,True,,3.4473700000000003
ASTRAL.NS,capital_goods,2026-09-11T07:52:10.089157+00:00,377077366784,1403.6,65.65014,35.743,,6.168,0.159,0.084809996,1.6150225486088863,2503000064.0,40579000000.0,True,,0.06168
AUBANK.NS,banking,2026-09-11T07:50:39.201834+00:00,787036504064,1050.2,27.819866,,,,0.298,0.21372999,0.6056505808039263,138715447296.0,199735220000.0,True,,
AUROPHARMA.NS,pharma_healthcare,2026-09-11T07:51:17.829628+00:00,962377089024,1672.6,26.591413,13.443,,21.31,0.163,0.10627,0.8810737756251688,80728399872.0,378909700000.0,True,,0.21309999999999998
AXISBANK.NS,banking,2026-09-11T07:50:31.241149+00:00,3889914707968,1249.4,13.984778,,0.13352999,,0.14,0.36031,0.40954805802859856,2852579704832.0,2150353500000.0,True,,
BAJAJ-AUTO.NS,auto,2026-09-11T07:51:04.420390+00:00,3202125398016,11662.0,27.707294,20.515,,56.352,0.64,0.16251,1.5550691581863303,226649604096.0,388319900000.0,True,,0.56352
BAJAJFINSV.NS,nbfc_financial_services,2026-09-11T07:50:44.622310+00:00,3045905924096,1903.4,30.112326,12.354,,256.404,0.193,0.06471,1.7602195570125265,3614400839680.0,779150700000.0,True,,2.56404
BAJAJHLDNG.NS,nbfc_financial_services,2026-09-11T07:50:51.511739+00:00,1229681983488,11049.0,13.999722,131.338,0.11598,0.012,0.242,,0.11933165806750952,96200000.0,731505800000.0,True,,0.00012
BAJFINANCE.NS,nbfc_financial_services,2026-09-11T07:50:43.829355+00:00,6411273109504,1030.6,31.555418,,,314.833,0.261,0.43495,0.43566558730066274,3683091742720.0,1139990200000.0,True,,3.14833
BANDHANBNK.NS,banking,2026-09-11T07:50:34.442540+00:00,285624205312,177.28,20.831963,,,,0.216,0.13617,0.530364785165566,143028125696.0,255748969000.0,True,,
