ticker,sector,fetched_at,market_cap,price,trailing_pe,ev_to_ebitda,return_on_equity,debt_to_equity,revenue_growth,net_margin,asset_turnover,total_debt,total_equity,fetch_ok,error,debt_to_equity_ratio
AARTIIND.NS,chemicals,2026-07-17T05:45:22.947411+00:00,178044403712,490.85,42.096912,19.637,0.07249,83.392,0.132,0.05057,1.3914357682619647,49659998208.0,59550000000.0,True,,0.83392
ABBOTINDIA.NS,pharma_healthcare,2026-07-17T05:44:18.701018+00:00,587118215168,27630.0,37.864876,30.131,0.34460998,3.602,0.065,0.22399001,1.4513561462782167,1719900032.0,47741900000.0,True,,0.036019999999999996
ABB.NS,capital_goods,2026-07-17T05:45:05.180349+00:00,1611457232896,7604.5,97.23181,83.476,,1.082,0.008,0.22257,1.667347712286514,848200000.0,78359900000.0,True,,0.010820000000000001
ACC.NS,cement,2026-07-17T05:42:52.447871+00:00,255278006272,1359.4,12.056763,9.404,0.109280005,2.085,0.323,0.082959995,1.2187217464845206,4286099968.0,205505400000.0,True,,0.02085
ADANIENT.NS,infra_logistics_defense,2026-07-17T05:45:49.870088+00:00,4488058372096,3154.0,42.783504,38.219,0.13664,119.56,0.203,0.09295999,1.238997132563782,1066217897984.0,809259500000.0,True,,1.1956
ADANIGREEN.NS,energy_power,2026-07-17T05:45:00.680425+00:00,2518202974208,1528.8,159.74922,33.675,0.07576,346.548,0.143,0.12715,0.6173804157275231,1035449991168.0,199650000000.0,True,,3.46548
ADANIPORTS.NS,infra_logistics_defense,2026-07-17T05:45:48.931906+00:00,4211176374272,1827.8,31.470385,21.384,0.15592,64.051,0.265,0.33060002,0.4029716422211426,633989890048.0,961253000000.0,True,,0.64051
ADANIPOWER.NS,energy_power,2026-07-17T05:45:01.578124+00:00,4142931116032,214.83,32.848625,23.873,0.20908001,82.332,-0.001,0.23662001,0.8339199542694382,546702884864.0,649368800000.0,True,,0.8233199999999999
ALKEM.NS,pharma_healthcare,2026-07-17T05:44:17.833871+00:00,667949858816,5586.5,29.034353,21.917,0.17557,14.267,0.146,0.15645,1.0645559728221938,20471599104.0,138201000000.0,True,,0.14267
AMBUJACEM.NS,cement,2026-07-17T05:42:53.366138+00:00,1074559188992,432.45,22.688879,18.768,0.08302,1.205,0.072,0.1163,0.6734828127032526,8659300352.0,593473200000.0,True,,0.01205
APLAPOLLO.NS,metals_mining,2026-07-17T05:44:46.605715+00:00,499368624128,1798.5,41.583817,27.411,0.25314,9.396,0.136,0.05213,4.226091422119765,4976500224.0,52965300000.0,True,,0.09396
APOLLOHOSP.NS,pharma_healthcare,2026-07-17T05:44:19.628698+00:00,1271487660032,8843.0,65.55226,35.715,0.21503,85.146,0.181,0.07696,2.661206105420829,84929003520.0,94801000000.0,True,,0.85146
ARE&M.NS,auto,2026-07-17T05:44:07.422661+00:00,165656248320,905.1,18.490295,11.047,0.11567,5.015,0.155,0.06485,1.7056510959431828,4061600000.0,80989600000.0,True,,0.05015
ASHOKLEY.NS,auto,2026-07-17T05:44:00.997719+00:00,909507624960,154.84,26.468376,11.325,0.21639,344.737,0.174,0.06158,3.9374561586440935,639357026304.0,142416900000.0,True,,3.4473700000000003
ASTRAL.NS,capital_goods,2026-07-17T05:45:15.627164+00:00,368937304064,1373.3,67.85079,34.178,0.13798,6.168,0.242,0.08169,1.618719041868947,2503000064.0,40579000000.0,True,,0.06168
AUBANK.NS,banking,2026-07-17T05:43:29.727182+00:00,763026604032,1019.6,29.16476,,,,0.371,0.21372999,0.6053324696565784,138715447296.0,199735220000.0,True,,
AUROPHARMA.NS,pharma_healthcare,2026-07-17T05:44:14.929002+00:00,882342035456,1533.5,25.431177,12.747,0.09932999,21.31,0.056,0.10414,0.8810737756251688,80728399872.0,378909700000.0,True,,0.21309999999999998
AXISBANK.NS,banking,2026-07-17T05:43:20.984919+00:00,4118608871424,1323.9,15.721411,,0.13152,,-0.11,0.35393003,0.40954805802859856,3263375343616.0,2150353500000.0,True,,
BAJAJ-AUTO.NS,auto,2026-07-17T05:43:59.218510+00:00,2906799996928,10408.5,27.104057,20.121,0.28046,56.352,0.37,0.16886,1.5550691581863303,226649604096.0,388319900000.0,True,,0.56352
BAJAJFINSV.NS,nbfc_financial_services,2026-07-17T05:43:35.941998+00:00,2965170552832,1854.7,30.384993,12.675,0.14602,256.404,0.061,0.06534,1.7602195570125265,3614400839680.0,779150700000.0,True,,2.56404
BAJAJHLDNG.NS,nbfc_financial_services,2026-07-17T05:43:44.043407+00:00,1170251317248,10515.0,12.146941,133.841,0.12624,0.012,-0.483,,0.11933165806750952,96200000.0,731505800000.0,True,,0.00012
BAJFINANCE.NS,nbfc_financial_services,2026-07-17T05:43:35.026875+00:00,6521930907648,1048.9,33.813667,,0.17907,314.833,0.282,0.43280998,0.43566558730066274,3683091742720.0,1139990200000.0,True,,3.14833
BANDHANBNK.NS,banking,2026-07-17T05:43:24.464965+00:00,345097863168,214.2,28.446215,,0.04877,,1.193,0.12972,0.5303525426919707,143028125696.0,255748969000.0,True,,
BANKBARODA.NS,banking,2026-07-17T05:43:27.089803+00:00,1278877892608,247.3,6.441782,,0.12738,,-0.076,0.31175,0.4513840264406158,1724092383232.0,1658680884000.0,True,,
BANKINDIA.NS,banking,2026-07-17T05:43:31.455827+00:00,650576199680,142.9,6.0117793,,0.12056,,0.101,0.31886,0.36236908183711025,1186258878464.0,899585454000.0,True,,
BATAINDIA.NS,consumer_durables_retail,2026-07-17T05:45:34.174937+00:00,88163467264,685.95,65.57839,13.697,0.08465999,86.9,0.05,0.03817,2.203247181779382,13865700352.0,15955990000.0,True,,0.8690000000000001
BEL.NS,capital_goods,2026-07-17T05:45:07.094429+00:00,2990430486528,409.1,49.768856,35.915,0.27556,0.273,0.117,0.21956,1.150981874087837,654600000.0,239883100000.0,True,,0.0027300000000000002
BHARATFORG.NS,auto,2026-07-17T05:44:01.946640+00:00,1024496107520,2142.9,95.36716,36.163,0.11603,76.475,0.175,0.06422,1.7548991423656346,73086148608.0,95798400000.0,True,,0.7647499999999999
BHARTIARTL.NS,telecom_media,2026-07-17T05:45:44.222081+00:00,11916460163072,1910.1,43.02996,12.647,0.19358999,99.718,0.157,0.12652999,1.415387175073093,1954117058560.0,1490566000000.0,True,,0.9971800000000001
BHEL.NS,capital_goods,2026-07-17T05:45:07.964105+00:00,1523054542848,437.4,91.31524,81.37,0.06292,31.312,0.369,0.04737,1.2376300407586298,81869496320.0,261466100000.0,True,,0.31312
BIOCON.NS,pharma_healthcare,2026-07-17T05:44:15.875431+00:00,708144922624,434.9,152.06294,24.419,0.011469999,42.145,0.023,0.022780001,0.4930653095046398,154340999168.0,340318000000.0,True,,0.42145000000000005
BLUESTARCO.NS,consumer_durables_retail,2026-07-17T05:45:41.531131+00:00,347040940032,1688.0,65.91175,41.307,0.16222,23.588,0.013,0.04255,3.6142547815620985,8099899904.0,34314100000.0,True,,0.23588
BOSCHLTD.NS,auto,2026-07-17T05:44:03.782983+00:00,1211847278592,41085.0,43.67028,43.764,0.19353001,0.8,0.132,0.14001,1.3199350631854068,1188000000.0,148452000000.0,True,,0.008
BPCL.NS,energy_power,2026-07-17T05:44:54.930383+00:00,1336250990592,312.75,5.1304135,3.912,0.28469,54.332,0.067,0.05677,4.54454276149428,544244203520.0,1001702600000.0,True,,0.54332
BRITANNIA.NS,fmcg,2026-07-17T05:44:29.684783+00:00,1291776688128,5363.0,50.95487,35.927,0.53314,26.875,0.079,0.13229,3.6929381031457575,13802800128.0,51065600000.0,True,,0.26875
CANBK.NS,banking,2026-07-17T05:43:27.953689+00:00,1136733978624,125.32,5.793805,,0.15935999,,-0.467,0.37035,0.5452230950954664,1552876830720.0,1177046427000.0,True,,
CARBORUNIV.NS,capital_goods,2026-07-17T05:45:17.461668+00:00,202589847552,1063.5,103.45331,35.147,0.043670002,10.292,0.149,0.0374,1.3204173525957608,4125400064.0,38998200000.0,True,,0.10292
CENTRALBK.NS,banking,2026-07-17T05:43:32.402514+00:00,293808472064,32.46,6.518072,,0.11914,,-0.13,0.27361,0.5297484240967019,318542053376.0,390011399000.0,True,,
CHAMBLFERT.NS,chemicals,2026-07-17T05:45:26.761469+00:00,180774322176,451.2,9.249693,6.814,0.20451,10.274,0.137,0.09394,1.9978631719022477,10675000320.0,104079500000.0,True,,0.10274
CHOLAFIN.NS,nbfc_financial_services,2026-07-17T05:43:36.829477+00:00,1529879068672,1791.4,28.95426,,0.19334999,695.283,0.248,0.39723998,0.5500075512830614,2117722046464.0,304584000000.0,True,,6.9528300000000005
CIPLA.NS,pharma_healthcare,2026-07-17T05:44:12.114212+00:00,1144393695232,1416.6,29.667015,18.292,0.11736,1.778,-0.021,0.13939999,0.8048248792182842,6137699840.0,344319500000.0,True,,0.01778
COALINDIA.NS,metals_mining,2026-07-17T05:44:42.915910+00:00,2636107218944,427.75,8.482055,5.396,0.28124002,11.629,0.162,0.18465,1.4139217823847143,140721799168.0,1191015600000.0,True,,0.11628999999999999
COCHINSHIP.NS,infra_logistics_defense,2026-07-17T05:45:59.030152+00:00,366287388672,1392.3,51.28177,44.71,0.12517,28.466,-0.156,0.14272,0.8551127398898766,16717533184.0,58727572000.0,True,,0.28466
COFORGE.NS,it,2026-07-17T05:43:12.497255+00:00,668684451840,1510.5,34.44698,16.801,0.18596001,7.518,0.305,0.094840005,1.7197932393893642,7278000128.0,95376000000.0,True,,0.07518
COLPAL.NS,fmcg,2026-07-17T05:44:34.331828+00:00,543971278848,2000.0,41.296715,28.589,0.81593,2.993,0.091,0.21959999,3.777244004519888,474100000.0,15841100000.0,True,,0.02993
CONCOR.NS,infra_logistics_defense,2026-07-17T05:45:51.735185+00:00,372355006464,488.9,30.03071,17.958,0.097559996,7.39,-0.011,0.13678001,0.7014931600520771,9645700096.0,129423500000.0,True,,0.0739
COROMANDEL.NS,chemicals,2026-07-17T05:45:25.832739+00:00,599300636672,2035.0,31.154318,17.836,0.15587,11.469,0.204,0.062140003,1.6103987214412612,15061900288.0,125578900000.0,True,,0.11469
CUMMINSIND.NS,capital_goods,2026-07-17T05:45:08.873191+00:00,1506443395072,5434.5,63.591156,54.737,0.29455,0.431,0.219,0.19449,1.40997102119606,365100000.0,84751600000.0,True,,0.00431
CYIENT.NS,it,2026-07-17T05:43:16.240266+00:00,94635073536,856.5,21.711027,10.766,0.077659994,7.528,0.009,0.058870003,1.2791847797391718,4640000000.0,56819000000.0,True,,0.07528
DABUR.NS,fmcg,2026-07-17T05:44:30.602199+00:00,753995677696,425.1,39.915497,30.004,0.16239999,10.907,0.073,0.14364,1.1420795269853725,12873199616.0,114195200000.0,True,,0.10907
DALBHARAT.NS,cement,2026-07-17T05:42:58.971287+00:00,339770343424,1809.9,29.787691,12.309,0.06501,40.987,0.038,0.07694,0.8234050837087713,74280001536.0,179790000000.0,True,,0.40987
DEEPAKNTR.NS,chemicals,2026-07-17T05:45:22.048692+00:00,232181874688,1702.3,41.068756,25.472,0.09751,27.903,-0.027,0.0698,1.3298533113326034,16377199616.0,58361700000.0,True,,0.27903
DIVISLAB.NS,pharma_healthcare,2026-07-17T05:44:13.032608+00:00,1934867693568,7288.5,75.34891,55.411,0.16187,0.042,0.095,0.24318,0.6250223733667443,70000000.0,167610000000.0,True,,0.00042
DIXON.NS,consumer_durables_retail,2026-07-17T05:45:37.877641+00:00,878344142848,14446.0,50.547604,40.737,0.37133,18.457,0.021,0.02944,10.450341803035066,9942200320.0,46766700000.0,True,,0.18457
DLF.NS,realty,2026-07-17T05:45:59.964061+00:00,1657097420800,669.45,38.123577,105.043,0.10031,0.673,-0.42,0.53876996,0.17235708981401002,3058931968.0,454733699000.0,True,,0.006730000000000001
DMART.NS,consumer_durables_retail,2026-07-17T05:45:32.271055+00:00,2578197774336,3952.8,83.37482,47.814,,9.913,0.149,0.042919997,2.8131387947370916,24249899008.0,244640400000.0,True,,0.09913
DRREDDY.NS,pharma_healthcare,2026-07-17T05:44:11.131114+00:00,1007163015168,1209.5,23.632278,14.857,0.11835,20.328,-0.116,0.12755999,0.8909200849725377,77340999680.0,377063000000.0,True,,0.20328
EICHERMOT.NS,auto,2026-07-17T05:43:57.127087+00:00,2062025490432,7512.0,37.43646,34.208,0.23774,2.048,0.191,0.23562,0.9154355651261048,5139500032.0,251001500000.0,True,,0.02048
EMAMILTD.NS,fmcg,2026-07-17T05:44:38.201696+00:00,176411475968,404.15,22.989193,18.027,0.2761,5.541,-0.039,0.20512,1.292590920594532,1619200000.0,29239800000.0,True,,0.05541
ENDURANCE.NS,auto,2026-07-17T05:44:05.621793+00:00,383446908928,2726.0,40.10003,19.493,0.15156999,19.393,0.379,0.0652,2.1336447969687846,13266599936.0,68408200000.0,True,,0.19393000000000002
EXIDEIND.NS,auto,2026-07-17T05:44:06.516004+00:00,366860009472,431.6,42.690407,19.667,0.06172,11.308,0.092,0.047470003,1.2878952308007638,15754000384.0,139048500000.0,True,,0.11308
FEDERALBNK.NS,banking,2026-07-17T05:43:23.618683+00:00,824846123008,334.35,19.116638,,0.11731,,0.123,0.29906,0.41207841268675854,331932499968.0,400430100000.0,True,,
FORTIS.NS,pharma_healthcare,2026-07-17T05:44:20.553219+00:00,716983762944,949.7,69.0189,36.401,0.11006,34.15,0.178,0.11413,0.9224186629343493,34725801984.0,98955500000.0,True,,0.34149999999999997
GAIL.NS,energy_power,2026-07-17T05:44:56.847836+00:00,1122431795200,170.71,14.805725,11.794,0.08688,27.809,-0.024,0.05355,1.590099450194049,248314904576.0,890496000000.0,True,,0.27809
GHCL.NS,chemicals,2026-07-17T05:45:30.505326+00:00,39750258688,433.65,8.645335,4.214,0.13420999,2.345,0.012,0.15419,0.8614242437892745,833000000.0,35519200000.0,True,,0.023450000000000002
GICRE.NS,insurance,2026-07-17T05:43:52.395192+00:00,632548884480,360.55,6.5447445,3.231,0.10686,,-0.013,0.18268,0.7641097251706209,0.0,704808200000.0,True,,
GILLETTE.NS,consumer_durables_retail,2026-07-17T05:45:43.342888+00:00,254018043904,7795.5,47.70224,26.624,0.66443,0.002,0.032,0.21110001,2.7109660547530554,200000.0,9712700000.0,True,,2e-05
