ticker,sector,fetched_at,market_cap,price,trailing_pe,ev_to_ebitda,return_on_equity,debt_to_equity,revenue_growth,net_margin,asset_turnover,total_debt,total_equity,fetch_ok,error,debt_to_equity_ratio
AARTIIND.NS,chemicals,2026-07-27T06:32:59.526362+00:00,175668527104,484.3,41.894463,18.791,0.07249,83.392,0.132,0.05057,1.3914357682619647,49659998208.0,59550000000.0,True,,0.83392
ABBOTINDIA.NS,pharma_healthcare,2026-07-27T06:31:57.870103+00:00,590730625024,27800.0,38.033737,31.093,0.34460998,3.602,0.065,0.22399001,1.4509058081056683,1719900032.0,47741900000.0,True,,0.036019999999999996
ABB.NS,capital_goods,2026-07-27T06:32:42.712626+00:00,1538136866816,7258.5,99.404274,80.18,,1.082,0.008,0.22257,1.667347712286514,848200000.0,78359900000.0,True,,0.010820000000000001
ACC.NS,cement,2026-07-27T06:30:35.156856+00:00,254094950400,1353.1,13.34813,10.357,,2.085,-0.046,0.07563,1.2187217464845206,4286099968.0,205505400000.0,True,,0.02085
ADANIENT.NS,infra_logistics_defense,2026-07-27T06:33:25.266200+00:00,4302075592704,3023.3,41.110962,37.014,0.13664,119.56,0.203,0.09295999,1.238997132563782,1066217897984.0,809259500000.0,True,,1.1956
ADANIGREEN.NS,energy_power,2026-07-27T06:32:38.361442+00:00,2295834345472,1393.8,133.25049,28.974,,346.548,0.166,0.13095,0.6173804157275231,1035449991168.0,199650000000.0,True,,3.46548
ADANIPORTS.NS,infra_logistics_defense,2026-07-27T06:33:24.285514+00:00,4053585625088,1759.4,30.240633,20.787,0.15592,64.051,0.265,0.33060002,0.4029716422211426,633989890048.0,961253000000.0,True,,0.64051
ADANIPOWER.NS,energy_power,2026-07-27T06:32:39.222442+00:00,4125574561792,213.93,28.948578,21.181,,82.332,0.34,0.24148001,0.8339199542694382,546702884864.0,649368800000.0,True,,0.8233199999999999
ALKEM.NS,pharma_healthcare,2026-07-27T06:31:57.046284+00:00,676199858176,5655.5,29.353298,21.617,0.17557,14.267,0.146,0.15645,1.0645559728221938,20471599104.0,138201000000.0,True,,0.14267
AMBUJACEM.NS,cement,2026-07-27T06:30:36.048620+00:00,1068471353344,430.0,22.57218,18.441,0.08302,1.205,0.072,0.1163,0.6734828127032526,8659300352.0,593473200000.0,True,,0.01205
APLAPOLLO.NS,metals_mining,2026-07-27T06:32:24.483310+00:00,514223341568,1852.0,42.692486,27.878,0.25314,9.396,0.136,0.05213,4.226091422119765,4976500224.0,52965300000.0,True,,0.09396
APOLLOHOSP.NS,pharma_healthcare,2026-07-27T06:31:58.853869+00:00,1262645018624,8781.5,65.18334,35.401,0.21503,85.146,0.181,0.07696,2.661206105420829,84929003520.0,94801000000.0,True,,0.85146
ARE&M.NS,auto,2026-07-27T06:31:47.141817+00:00,160321060864,875.95,17.887482,11.097,0.11567,5.015,0.155,0.06485,1.6989773995673518,4061600000.0,80989600000.0,True,,0.05015
ASHOKLEY.NS,auto,2026-07-27T06:31:40.952734+00:00,903105150976,153.75,26.015228,11.634,0.21639,344.737,0.174,0.06158,3.9374561586440935,639357026304.0,142416900000.0,True,,3.4473700000000003
ASTRAL.NS,capital_goods,2026-07-27T06:32:52.435920+00:00,395023220736,1470.4,73.63045,36.482,0.13798,6.168,0.242,0.08169,1.618719041868947,2503000064.0,40579000000.0,True,,0.06168
AUBANK.NS,banking,2026-07-27T06:31:11.754561+00:00,787443154944,1051.8,30.017124,,,,0.298,0.21372999,0.6053324696565784,138715447296.0,199735220000.0,True,,
AUROPHARMA.NS,pharma_healthcare,2026-07-27T06:31:54.252811+00:00,897992294400,1560.7,25.856527,12.608,0.09932999,21.31,0.056,0.10414,0.8810737756251688,80728399872.0,378909700000.0,True,,0.21309999999999998
AXISBANK.NS,banking,2026-07-27T06:31:03.007649+00:00,3809832599552,1224.6,13.781228,,0.13352999,,0.14,0.36031,0.40954805802859856,2852579704832.0,2150353500000.0,True,,
BAJAJ-AUTO.NS,auto,2026-07-27T06:31:39.334117+00:00,3087901130752,11246.0,26.731003,19.445,,56.352,0.64,0.16251,1.5550691581863303,226649604096.0,388319900000.0,True,,0.56352
BAJAJFINSV.NS,nbfc_financial_services,2026-07-27T06:31:17.441071+00:00,3052621529088,1909.4,31.30677,12.784,0.14602,256.404,0.061,0.06534,1.7602195570125265,3614400839680.0,779150700000.0,True,,2.56404
BAJAJHLDNG.NS,nbfc_financial_services,2026-07-27T06:31:25.285504+00:00,1187835674624,10673.0,12.323484,136.96,0.12624,0.012,-0.483,,0.11933165806750952,96200000.0,731505800000.0,True,,0.00012
BAJFINANCE.NS,nbfc_financial_services,2026-07-27T06:31:16.518203+00:00,6493328900096,1044.3,34.250576,,0.17907,314.833,0.282,0.43280998,0.43566558730066274,3683091742720.0,1139990200000.0,True,,3.14833
BANDHANBNK.NS,banking,2026-07-27T06:31:06.421891+00:00,272111058944,168.9,20.107143,,,,0.216,0.13617,0.5303525426919707,143028125696.0,255748969000.0,True,,
BANKBARODA.NS,banking,2026-07-27T06:31:09.149211+00:00,1263363817472,244.3,6.9561505,,0.113170005,,0.18,0.27392,0.4513840264406158,1732858085376.0,1658680884000.0,True,,
BANKINDIA.NS,banking,2026-07-27T06:31:13.364524+00:00,631318446080,138.67,5.134024,,0.12056,,0.101,0.31886,0.36236908183711025,1186258878464.0,899585454000.0,True,,
BATAINDIA.NS,consumer_durables_retail,2026-07-27T06:33:10.082027+00:00,89326641152,695.0,66.698654,21.996,0.08465999,86.9,0.05,0.03817,2.2022788933811066,13865700352.0,15955990000.0,True,,0.8690000000000001
BEL.NS,capital_goods,2026-07-27T06:32:44.458961+00:00,2964846280704,405.6,48.86747,35.725,0.27556,0.273,0.117,0.21956,1.150981874087837,654600000.0,239883100000.0,True,,0.0027300000000000002
BHARATFORG.NS,auto,2026-07-27T06:31:41.760765+00:00,1034010165248,2162.8,95.74148,38.116,0.11603,76.475,0.175,0.06422,1.6935362177238868,73086148608.0,95798400000.0,True,,0.7647499999999999
BHARTIARTL.NS,telecom_media,2026-07-27T06:33:19.812290+00:00,11879029145600,1904.1,42.865826,12.516,0.19358999,99.718,0.157,0.12652999,1.415387175073093,1954117058560.0,1490566000000.0,True,,0.9971800000000001
BHEL.NS,capital_goods,2026-07-27T06:32:45.363507+00:00,1443141255168,414.45,59.12268,49.711,,31.312,0.403,0.06758,1.2376300407586298,81869496320.0,261466100000.0,True,,0.31312
BIOCON.NS,pharma_healthcare,2026-07-27T06:31:55.093520+00:00,709854691328,435.95,154.59221,23.897,0.011469999,42.145,0.023,0.022780001,0.4930653095046398,154340999168.0,340318000000.0,True,,0.42145000000000005
BLUESTARCO.NS,consumer_durables_retail,2026-07-27T06:33:17.121415+00:00,340276379648,1655.1,64.40077,38.827,0.16222,23.588,0.013,0.04255,3.6142547815620985,8099899904.0,34314100000.0,True,,0.23588
BOSCHLTD.NS,auto,2026-07-27T06:31:43.576349+00:00,1226447781888,41580.0,44.258057,44.488,0.19353001,0.8,0.132,0.14001,1.3199350631854068,1188000000.0,148452000000.0,True,,0.008
BPCL.NS,energy_power,2026-07-27T06:32:32.963166+00:00,1352273100800,316.5,7.8927684,5.676,,54.332,0.344,0.034679998,4.54454276149428,544244203520.0,1001702600000.0,True,,0.54332
BRITANNIA.NS,fmcg,2026-07-27T06:32:08.695120+00:00,1296353067008,5382.0,51.043247,36.516,0.53314,26.875,0.065,0.13271,3.6929381031457575,13802800128.0,51065600000.0,True,,0.26875
CANBK.NS,banking,2026-07-27T06:31:09.906743+00:00,1141995077632,125.9,5.796501,,0.15935999,,-0.467,0.37035,0.5452230950954664,1552876830720.0,1177046427000.0,True,,
CARBORUNIV.NS,capital_goods,2026-07-27T06:32:54.122370+00:00,202018357248,1060.5,102.76163,35.825,0.043670002,10.292,0.149,0.0374,1.3204153933179514,4125339904.0,38998220000.0,True,,0.10292
CENTRALBK.NS,banking,2026-07-27T06:31:14.191672+00:00,283218345984,31.29,6.2083335,,0.115600005,,-0.029,0.27839002,0.5297484240967019,288185712640.0,390011399000.0,True,,
CHAMBLFERT.NS,chemicals,2026-07-27T06:33:03.147066+00:00,174984888320,436.75,8.958974,6.435,0.20451,10.274,0.137,0.09394,1.9978631719022477,10675000320.0,104079500000.0,True,,0.10274
CHOLAFIN.NS,nbfc_financial_services,2026-07-27T06:31:18.299743+00:00,1527487791104,1788.6,28.890324,,0.19334999,695.283,0.248,0.39723998,0.5500075512830614,2117722046464.0,304584000000.0,True,,6.9528300000000005
