ticker,sector,fetched_at,market_cap,price,trailing_pe,ev_to_ebitda,return_on_equity,debt_to_equity,revenue_growth,net_margin,asset_turnover,total_debt,total_equity,fetch_ok,error,debt_to_equity_ratio
AARTIIND.NS,chemicals,2026-09-15T08:27:37.805991+00:00,172603490304,475.85,32.52563,17.167,,83.392,0.425,0.05901,1.3705483684627682,49659998208.0,59551200000.0,True,,0.83392
ABBOTINDIA.NS,pharma_healthcare,2026-09-15T08:26:30.002440+00:00,555775492096,26155.0,34.46708,27.137,,3.602,0.043,0.23052,1.4509058081056683,1719900032.0,47741900000.0,True,,0.036019999999999996
ABB.NS,capital_goods,2026-09-15T08:27:18.706054+00:00,1506032746496,7107.0,94.86119,76.209,0.19131,1.547,0.121,0.21349001,1.667347712286514,1445200000.0,78359900000.0,True,,0.01547
ACC.NS,cement,2026-09-15T08:24:56.984850+00:00,230058180608,1225.1,12.089007,9.625,,2.085,-0.038,0.07563,1.2187217464845206,4286099968.0,205505400000.0,True,,0.02085
ADANIENT.NS,infra_logistics_defense,2026-09-15T08:28:06.261397+00:00,4236049383424,2977.1,51.745174,33.476,,119.56,0.499,0.06546,1.238997132563782,1066217897984.0,809259500000.0,True,,1.1956
ADANIGREEN.NS,energy_power,2026-09-15T08:27:13.622521+00:00,2074289111040,1259.3,121.31985,27.373,,346.548,0.166,0.13095,0.6173804157275231,1035449991168.0,199650000000.0,True,,3.46548
ADANIPORTS.NS,infra_logistics_defense,2026-09-15T08:28:05.232486+00:00,4008428175360,1739.8,29.699556,19.993,,64.051,0.186,0.32431,0.4029716422211426,633989890048.0,961253000000.0,True,,0.64051
ADANIPOWER.NS,energy_power,2026-09-15T08:27:14.601777+00:00,3929256493056,203.75,27.571043,20.858,,82.332,0.34,0.24148001,0.8339199542694382,546702884864.0,649368800000.0,True,,0.8233199999999999
ALKEM.NS,pharma_healthcare,2026-09-15T08:26:28.987767+00:00,625862967296,5234.5,28.982338,20.279,,14.267,0.109,0.14306,1.0515365301264101,20471599104.0,138201000000.0,True,,0.14267
AMBUJACEM.NS,cement,2026-09-15T08:24:57.982411+00:00,952927387648,383.5,21.508694,17.547,,1.205,-0.077,0.11128,0.6734828127032526,8659300352.0,593473200000.0,True,,0.01205
APLAPOLLO.NS,metals_mining,2026-09-15T08:26:58.861107+00:00,591662284800,2130.9,48.03652,32.195,,9.396,0.085,0.052259997,4.226419939092198,4976500224.0,52965300000.0,True,,0.09396
APOLLOHOSP.NS,pharma_healthcare,2026-09-15T08:26:30.932638+00:00,1263291990016,8786.0,60.630733,36.322,,85.146,0.206,0.07906,2.6276727038744316,84929003520.0,94801000000.0,True,,0.85146
ARE&M.NS,auto,2026-09-15T08:26:18.140243+00:00,146896142336,802.6,15.930924,10.034,,5.015,0.239,0.06303,1.6989773995673518,4061600000.0,80989600000.0,True,,0.05015
ASHOKLEY.NS,auto,2026-09-15T08:26:11.012539+00:00,932709335040,158.79,26.777403,11.898,,344.737,0.116,0.06021,3.9374561586440935,639357026304.0,142416900000.0,True,,3.4473700000000003
ASTRAL.NS,capital_goods,2026-09-15T08:27:29.856584+00:00,371516342272,1382.9,64.47086,34.556,,6.168,0.159,0.084809996,1.6150225486088863,2503000064.0,40579000000.0,True,,0.06168
AUBANK.NS,banking,2026-09-15T08:25:37.483389+00:00,777369092096,1037.3,27.51459,,,,0.298,0.21372999,0.6056505808039263,138715447296.0,199735220000.0,True,,
AUROPHARMA.NS,pharma_healthcare,2026-09-15T08:26:25.908028+00:00,957428858880,1664.0,26.0,13.537,,21.31,0.163,0.10627,0.8810737756251688,80728399872.0,378909700000.0,True,,0.21309999999999998
AXISBANK.NS,banking,2026-09-15T08:25:27.636647+00:00,3833561874432,1231.3,13.859749,,0.13352999,,0.14,0.36031,0.40954805802859856,2852579704832.0,2150353500000.0,True,,
BAJAJ-AUTO.NS,auto,2026-09-15T08:26:08.885037+00:00,3153799675904,11486.0,27.320948,20.364,,56.352,0.64,0.16251,1.5550691581863303,226649604096.0,388319900000.0,True,,0.56352
BAJAJFINSV.NS,nbfc_financial_services,2026-09-15T08:25:44.147988+00:00,2993257709568,1870.2,29.619951,12.28,,256.404,0.193,0.06471,1.7602195570125265,3614400839680.0,779150700000.0,True,,2.56404
BAJAJHLDNG.NS,nbfc_financial_services,2026-09-15T08:25:52.790192+00:00,1235135365120,11098.0,13.940809,132.917,0.11598,0.012,0.242,,0.11933165806750952,96200000.0,731505800000.0,True,,0.00012
BAJFINANCE.NS,nbfc_financial_services,2026-09-15T08:25:43.227688+00:00,6296186126336,1012.1,31.055538,,,314.833,0.261,0.43495,0.43566558730066274,3683091742720.0,1139990200000.0,True,,3.14833
BANDHANBNK.NS,banking,2026-09-15T08:25:31.700093+00:00,281080791040,174.46,20.818617,,,,0.216,0.13617,0.530364785165566,143028125696.0,255748969000.0,True,,
BANKBARODA.NS,banking,2026-09-15T08:25:34.551464+00:00,1211753693184,234.32,6.6719823,,0.113170005,,0.18,0.27392,0.4513840264406158,1732858085376.0,1658680884000.0,True,,
BANKINDIA.NS,banking,2026-09-15T08:25:39.342065+00:00,628541292544,138.06,5.11144,,0.13697,,0.185,0.34992,0.36236908183711025,1153757478912.0,899585454000.0,True,,
