ticker,sector,fetched_at,market_cap,price,trailing_pe,ev_to_ebitda,return_on_equity,debt_to_equity,revenue_growth,net_margin,asset_turnover,total_debt,total_equity,fetch_ok,error,debt_to_equity_ratio
AARTIIND.NS,chemicals,2026-08-06T05:51:24.238952+00:00,181562834944,500.55,34.284245,17.002,,83.392,0.425,0.05901,1.3914357682619647,49659998208.0,59550000000.0,True,,0.83392
ABBOTINDIA.NS,pharma_healthcare,2026-08-06T05:50:14.772247+00:00,593599266816,27935.0,38.373837,30.886,0.34460998,3.602,0.065,0.22399001,1.4509058081056683,1719900032.0,47741900000.0,True,,0.036019999999999996
ABB.NS,capital_goods,2026-08-06T05:51:04.884677+00:00,1646528036864,7770.0,104.155495,80.786,0.19131,1.547,0.121,0.21349001,1.667347712286514,1445200000.0,78359900000.0,True,,0.01547
ACC.NS,cement,2026-08-06T05:48:39.391531+00:00,260536057856,1387.4,13.596629,10.697,,2.085,-0.038,0.07563,1.2187217464845206,4286099968.0,205505400000.0,True,,0.02085
ADANIENT.NS,infra_logistics_defense,2026-08-06T05:51:52.704575+00:00,4368243884032,3069.8,53.248917,33.39,,119.56,0.499,0.06546,1.238997132563782,1066217897984.0,809259500000.0,True,,1.1956
ADANIGREEN.NS,energy_power,2026-08-06T05:50:59.507168+00:00,2274914992128,1381.1,133.05394,28.761,,346.548,0.166,0.13095,0.6173804157275231,1035449991168.0,199650000000.0,True,,3.46548
ADANIPORTS.NS,infra_logistics_defense,2026-08-06T05:51:51.788865+00:00,3921338171392,1702.0,29.188818,19.42,,64.051,0.186,0.32431,0.4029716422211426,633989890048.0,961253000000.0,True,,0.64051
ADANIPOWER.NS,energy_power,2026-08-06T05:51:00.505228+00:00,4014687649792,208.18,28.285324,20.772,,82.332,0.34,0.24148001,0.8339199542694382,546702884864.0,649368800000.0,True,,0.8233199999999999
ALKEM.NS,pharma_healthcare,2026-08-06T05:50:13.771400+00:00,675063988224,5646.0,29.352741,22.518,0.17557,14.267,0.146,0.15645,1.0515365301264101,20471599104.0,138201000000.0,True,,0.14267
AMBUJACEM.NS,cement,2026-08-06T05:48:40.371018+00:00,1093319524352,440.0,24.175823,19.655,,1.205,-0.077,0.11128,0.6734828127032526,8659300352.0,593473200000.0,True,,0.01205
APLAPOLLO.NS,metals_mining,2026-08-06T05:50:43.985431+00:00,551263010816,1985.4,45.081745,28.681,,9.396,0.085,0.052259997,4.226091422119765,4976500224.0,52965300000.0,True,,0.09396
APOLLOHOSP.NS,pharma_healthcare,2026-08-06T05:50:15.896348+00:00,1288238661632,8959.5,66.44048,39.617,0.21503,85.146,0.181,0.07696,2.661206105420829,84929003520.0,94801000000.0,True,,0.85146
ARE&M.NS,auto,2026-08-06T05:50:02.367895+00:00,172592922624,943.0,18.91675,11.933,0.11567,5.015,0.155,0.06485,1.6989773995673518,4061600000.0,80989600000.0,True,,0.05015
ASTRAL.NS,capital_goods,2026-08-06T05:51:15.871606+00:00,388199514112,1445.0,72.431076,36.942,0.13798,6.168,0.242,0.08169,1.618719041868947,2503000064.0,40579000000.0,True,,0.06168
AUBANK.NS,banking,2026-08-06T05:49:20.868483+00:00,807881605120,1079.1,28.62334,,,,0.298,0.21372999,0.6053324696565784,138715447296.0,199735220000.0,True,,
AUROPHARMA.NS,pharma_healthcare,2026-08-06T05:50:10.684230+00:00,919741595648,1598.5,26.072418,13.215,0.09932999,21.31,0.056,0.10414,0.8810737756251688,80728399872.0,378909700000.0,True,,0.21309999999999998
AXISBANK.NS,banking,2026-08-06T05:49:10.448261+00:00,3911965736960,1257.2,14.242664,,0.13352999,,0.14,0.36031,0.40954805802859856,2852579704832.0,2150353500000.0,True,,
BAJAJ-AUTO.NS,auto,2026-08-06T05:49:52.716095+00:00,3214930083840,11699.0,27.79586,20.233,,56.352,0.64,0.16251,1.5550691581863303,226649604096.0,388319900000.0,True,,0.56352
BAJAJFINSV.NS,nbfc_financial_services,2026-08-06T05:49:27.533723+00:00,3329789263872,2080.8,33.25024,12.75,,256.404,0.193,0.06471,1.7602195570125265,3614400839680.0,779150700000.0,True,,2.56404
BAJAJHLDNG.NS,nbfc_financial_services,2026-08-06T05:49:36.416383+00:00,1283770679296,11535.0,14.505421,138.086,0.11598,0.012,0.242,,0.11933165806750952,96200000.0,731505800000.0,True,,0.00012
BAJFINANCE.NS,nbfc_financial_services,2026-08-06T05:49:26.534545+00:00,7206306054144,1158.4,35.327843,,,314.833,0.261,0.43495,0.43566558730066274,3683091742720.0,1139990200000.0,True,,3.14833
BANDHANBNK.NS,banking,2026-08-06T05:49:14.461961+00:00,281261998080,174.58,21.212639,,,,0.216,0.13617,0.5303525426919707,143028125696.0,255748969000.0,True,,
BANKBARODA.NS,banking,2026-08-06T05:49:17.388213+00:00,1275671609344,246.68,7.009946,,0.113170005,,0.18,0.27392,0.4513840264406158,1732858085376.0,1658680884000.0,True,,
BANKINDIA.NS,banking,2026-08-06T05:49:22.771689+00:00,642608988160,141.15,5.2065654,,0.13697,,0.185,0.34992,0.36236908183711025,1153757478912.0,899585454000.0,True,,
BATAINDIA.NS,consumer_durables_retail,2026-08-06T05:51:36.186112+00:00,94416322560,734.6,68.46226,23.162,0.08465999,86.9,0.05,0.03817,2.2022788933811066,13865700352.0,15955990000.0,True,,0.8690000000000001
BEL.NS,capital_goods,2026-08-06T05:51:06.808545+00:00,2902713171968,397.1,47.330154,33.779,,0.273,0.249,0.21403,1.150981874087837,654600000.0,239883100000.0,True,,0.0027300000000000002
BHARATFORG.NS,auto,2026-08-06T05:49:55.928606+00:00,1054185422848,2205.0,97.437035,38.885,0.11603,76.475,0.175,0.06422,1.6935362177238868,73086148608.0,95798400000.0,True,,0.7647499999999999
BHARTIARTL.NS,telecom_media,2026-08-06T05:51:47.084157+00:00,12282046185472,1968.8,40.954857,12.916,0.19358999,99.718,0.157,0.12652999,1.415387175073093,1954117058560.0,1490566000000.0,True,,0.9971800000000001
BHEL.NS,capital_goods,2026-08-06T05:51:07.756172+00:00,1428690567168,410.3,58.530666,49.06,,31.312,0.403,0.06758,1.2376300407586298,81869496320.0,261466100000.0,True,,0.31312
BLUESTARCO.NS,consumer_durables_retail,2026-08-06T05:51:44.103842+00:00,338138202112,1644.7,64.221,41.01,0.16222,23.588,0.013,0.04255,3.6142547815620985,8099899904.0,34314100000.0,True,,0.23588
BPCL.NS,energy_power,2026-08-06T05:50:53.241472+00:00,1389017432064,325.1,8.049023,5.964,,54.332,0.344,0.034679998,4.54454276149428,544244203520.0,1001702600000.0,True,,0.54332
BRITANNIA.NS,fmcg,2026-08-06T05:50:26.630822+00:00,1303458742272,5411.5,51.449894,37.548,0.53314,26.875,0.065,0.13271,3.6929381031457575,13802800128.0,51065600000.0,True,,0.26875
CANBK.NS,banking,2026-08-06T05:49:18.466789+00:00,1173198077952,129.34,5.9059362,,,,-0.129,0.43126,0.5452230950954664,1552876830720.0,1177046427000.0,True,,
CARBORUNIV.NS,capital_goods,2026-08-06T05:51:17.835925+00:00,206957576192,1086.4,104.96618,36.307,0.043670002,10.292,0.149,0.0374,1.3204153933179514,4125339904.0,38998220000.0,True,,0.10292
CENTRALBK.NS,banking,2026-08-06T05:49:23.655198+00:00,282946797568,31.26,6.190099,,0.115600005,,-0.029,0.27839002,0.5297484240967019,288185712640.0,390011399000.0,True,,
CHAMBLFERT.NS,chemicals,2026-08-06T05:51:28.046874+00:00,184159813632,459.65,9.548193,6.577,,10.274,-0.118,0.09581,1.9978631719022477,10675000320.0,104079500000.0,True,,0.10274
CHOLAFIN.NS,nbfc_financial_services,2026-08-06T05:49:28.421941+00:00,1640986050560,1921.5,28.424557,,,695.283,0.346,0.40549,0.5500075512830614,2117722046464.0,304584000000.0,True,,6.9528300000000005
CIPLA.NS,pharma_healthcare,2026-08-06T05:50:07.741462+00:00,1201116151808,1486.8,35.637585,20.94,,1.778,0.035,0.12009,0.8048248792182842,6137699840.0,344319500000.0,True,,0.01778
